"scaffold","number_of_loci","Sequence.Length"
"OLKM01004075.1",7,25777
"OLKM01004176.1",7,24568
"OLKM01004198.1",7,24344
"OLKM01004223.1",7,24192
"OLKM01004254.1",7,23931
"OLKM01004259.1",7,23884
"OLKM01004334.1",7,23187
"OLKM01004343.1",7,23147
"OLKM01004351.1",7,23081
"OLKM01004363.1",7,22951
"OLKM01004394.1",7,22738
"OLKM01004412.1",7,22620
"OLKM01004427.1",7,22500
"OLKM01004462.1",7,22234
"OLKM01004466.1",7,22212
"OLKM01004518.1",7,21844
"OLKM01004560.1",7,21589
"OLKM01004667.1",7,20756
"OLKM01004748.1",7,20257
"OLKM01004789.1",7,20061
"OLKM01004983.1",7,19031
"OLKM01005116.1",7,18352
"OLKM01005153.1",7,18226
"OLKM01005207.1",7,18009
"OLKM01005229.1",7,17906
"OLKM01005293.1",7,17667
"OLKM01005369.1",7,17403
"OLKM01005381.1",7,17356
"OLKM01005406.1",7,17266
"OLKM01005414.1",7,17253
"OLKM01005430.1",7,17194
"OLKM01005586.1",7,16682
"OLKM01005629.1",7,16545
"OLKM01005637.1",7,16507
"OLKM01005727.1",7,16093
"OLKM01005761.1",7,16003
"OLKM01005820.1",7,15844
"OLKM01005968.1",7,15424
"OLKM01005979.1",7,15399
"OLKM01006137.1",7,15031
"OLKM01006167.1",7,14959
"OLKM01006197.1",7,14881
"OLKM01006207.1",7,14847
"OLKM01006212.1",7,14834
"OLKM01006267.1",7,14684
"OLKM01006321.1",7,14582
"OLKM01006324.1",7,14574
"OLKM01006341.1",7,14518
"OLKM01006363.1",7,14465
"OLKM01006401.1",7,14372
"OLKM01006611.1",7,13830
"OLKM01006619.1",7,13817
"OLKM01006635.1",7,13763
"OLKM01006732.1",7,13530
"OLKM01006836.1",7,13290
"OLKM01006892.1",7,13151
"OLKM01007042.1",7,12776
"OLKM01007089.1",7,12661
"OLKM01007192.1",7,12395
"OLKM01007273.1",7,12157
"OLKM01007333.1",7,12040
"OLKM01007351.1",7,12002
"OLKM01007402.1",7,11897
"OLKM01007500.1",7,11674
"OLKM01007597.1",7,11353
"OLKM01007657.1",7,11182
"OLKM01007666.1",7,11158
"OLKM01007694.1",7,11044
"OLKM01007720.1",7,10981
"OLKM01007799.1",7,10766
"OLKM01007885.1",7,10503
"OLKM01007892.1",7,10483
"OLKM01008014.1",7,10040
"OLKM01008042.1",7,9939
"OLKM01008057.1",7,9730
"OLKM01008058.1",7,9727
"OLKM01008087.1",7,9098
"OLKM01008151.1",7,7736
"OLKM01000444.1",6,310217
"OLKM01000553.1",6,279828
"OLKM01000571.1",6,275371
"OLKM01000592.1",6,266533
"OLKM01000987.1",6,189820
"OLKM01001002.1",6,186997
"OLKM01001056.1",6,178393
"OLKM01001077.1",6,176159
"OLKM01001093.1",6,173103
"OLKM01001095.1",6,173059
"OLKM01001097.1",6,172958
"OLKM01001107.1",6,172151
"OLKM01001108.1",6,171965
"OLKM01001130.1",6,168740
"OLKM01001133.1",6,168583
"OLKM01001137.1",6,168150
"OLKM01001172.1",6,164685
"OLKM01001180.1",6,163516
"OLKM01001188.1",6,162791
"OLKM01001200.1",6,161365
"OLKM01001203.1",6,161116
"OLKM01001247.1",6,155351
"OLKM01001287.1",6,150179
"OLKM01001313.1",6,148335
"OLKM01001330.1",6,146947
"OLKM01001340.1",6,145525
"OLKM01001353.1",6,144617
"OLKM01001379.1",6,141037
"OLKM01001397.1",6,139659
"OLKM01001403.1",6,139138
"OLKM01001418.1",6,137516
"OLKM01001506.1",6,128364
"OLKM01001511.1",6,128136
"OLKM01001516.1",6,127799
"OLKM01001521.1",6,127346
"OLKM01001562.1",6,122403
"OLKM01001566.1",6,122063
"OLKM01001601.1",6,119709
"OLKM01001602.1",6,119591
"OLKM01001633.1",6,117420
"OLKM01001644.1",6,116680
"OLKM01001649.1",6,116419
"OLKM01001685.1",6,113143
"OLKM01001697.1",6,112391
"OLKM01001717.1",6,111013
"OLKM01001728.1",6,110358
"OLKM01001736.1",6,109671
"OLKM01001748.1",6,108802
"OLKM01001758.1",6,107802
"OLKM01001774.1",6,106371
"OLKM01001783.1",6,105807
"OLKM01001793.1",6,104960
"OLKM01001799.1",6,104749
"OLKM01001816.1",6,103468
"OLKM01001851.1",6,101049
"OLKM01001864.1",6,100453
"OLKM01001871.1",6,100003
"OLKM01001887.1",6,98519
"OLKM01001889.1",6,98387
"OLKM01001899.1",6,97655
"OLKM01001925.1",6,95333
"OLKM01001934.1",6,94944
"OLKM01001941.1",6,94552
"OLKM01001949.1",6,93792
"OLKM01001952.1",6,93550
"OLKM01001972.1",6,92327
"OLKM01002001.1",6,90621
"OLKM01002038.1",6,88636
"OLKM01002047.1",6,88102
"OLKM01002072.1",6,86569
"OLKM01002079.1",6,86122
"OLKM01002081.1",6,86103
"OLKM01002082.1",6,86062
"OLKM01002093.1",6,85551
"OLKM01002094.1",6,85525
"OLKM01002098.1",6,85402
"OLKM01002115.1",6,84409
"OLKM01002121.1",6,84151
"OLKM01002122.1",6,84136
"OLKM01002123.1",6,84065
"OLKM01002150.1",6,82861
"OLKM01002155.1",6,82650
"OLKM01002180.1",6,80903
"OLKM01002183.1",6,80683
"OLKM01002188.1",6,80520
"OLKM01002216.1",6,79037
"OLKM01002220.1",6,78755
"OLKM01002235.1",6,77936
"OLKM01002264.1",6,76448
"OLKM01002265.1",6,76447
"OLKM01002268.1",6,76313
"OLKM01002305.1",6,74780
"OLKM01002334.1",6,73662
"OLKM01002340.1",6,73415
"OLKM01002342.1",6,73378
"OLKM01002369.1",6,72162
"OLKM01002377.1",6,71622
"OLKM01002428.1",6,69609
"OLKM01002431.1",6,69471
"OLKM01002436.1",6,69352
"OLKM01002439.1",6,68888
"OLKM01002449.1",6,68664
"OLKM01002463.1",6,68110
"OLKM01002471.1",6,67676
"OLKM01002490.1",6,66909
"OLKM01002491.1",6,66877
"OLKM01002497.1",6,66669
"OLKM01002499.1",6,66592
"OLKM01002506.1",6,66394
"OLKM01002552.1",6,64450
"OLKM01002582.1",6,62907
"OLKM01002584.1",6,62821
"OLKM01002587.1",6,62692
"OLKM01002588.1",6,62591
"OLKM01002606.1",6,61805
"OLKM01002638.1",6,60424
"OLKM01002641.1",6,60286
"OLKM01002647.1",6,60041
"OLKM01002650.1",6,59876
"OLKM01002659.1",6,59400
"OLKM01002665.1",6,59169
"OLKM01002669.1",6,59022
"OLKM01002676.1",6,58574
"OLKM01002678.1",6,58480
"OLKM01002690.1",6,57875
"OLKM01002724.1",6,56726
"OLKM01002733.1",6,56470
"OLKM01002734.1",6,56434
"OLKM01002744.1",6,56166
"OLKM01002760.1",6,55670
"OLKM01002761.1",6,55654
"OLKM01002788.1",6,54714
"OLKM01002789.1",6,54693
"OLKM01002798.1",6,54445
"OLKM01002808.1",6,53999
"OLKM01002812.1",6,53879
"OLKM01002828.1",6,53257
"OLKM01002835.1",6,53045
"OLKM01002836.1",6,52943
"OLKM01002847.1",6,52511
"OLKM01002879.1",6,51416
"OLKM01002883.1",6,51308
"OLKM01002889.1",6,51123
"OLKM01002911.1",6,50331
"OLKM01002920.1",6,49968
"OLKM01002922.1",6,49936
"OLKM01002923.1",6,49934
"OLKM01002924.1",6,49897
"OLKM01002953.1",6,48640
"OLKM01002956.1",6,48611
"OLKM01002978.1",6,47670
"OLKM01002980.1",6,47555
"OLKM01002988.1",6,47472
"OLKM01002996.1",6,47384
"OLKM01003010.1",6,47095
"OLKM01003019.1",6,46592
"OLKM01003029.1",6,46411
"OLKM01003062.1",6,45347
"OLKM01003072.1",6,45051
"OLKM01003088.1",6,44462
"OLKM01003101.1",6,44160
"OLKM01003107.1",6,43906
"OLKM01003113.1",6,43730
"OLKM01003123.1",6,43478
"OLKM01003126.1",6,43448
"OLKM01003151.1",6,42721
"OLKM01003160.1",6,42666
"OLKM01003170.1",6,42327
"OLKM01003242.1",6,40381
"OLKM01003256.1",6,40025
"OLKM01003259.1",6,39974
"OLKM01003288.1",6,39473
"OLKM01003343.1",6,38382
"OLKM01003382.1",6,37580
"OLKM01003397.1",6,37270
"OLKM01003417.1",6,36865
"OLKM01003435.1",6,36588
"OLKM01003487.1",6,35448
"OLKM01003490.1",6,35353
"OLKM01003523.1",6,34746
"OLKM01003528.1",6,34654
"OLKM01003545.1",6,34264
"OLKM01003580.1",6,33705
"OLKM01003613.1",6,33234
"OLKM01003654.1",6,32578
"OLKM01003665.1",6,32406
"OLKM01003706.1",6,31688
"OLKM01003826.1",6,29261
"OLKM01003835.1",6,29120
"OLKM01003846.1",6,28975
"OLKM01003847.1",6,28975
"OLKM01003865.1",6,28784
"OLKM01003906.1",6,27990
"OLKM01003926.1",6,27710
"OLKM01003951.1",6,27386
"OLKM01003961.1",6,27269
"OLKM01003975.1",6,27069
"OLKM01003977.1",6,27022
"OLKM01004008.1",6,26606
"OLKM01004020.1",6,26463
"OLKM01004045.1",6,26118
"OLKM01004052.1",6,26062
"OLKM01004055.1",6,26021
"OLKM01004090.1",6,25583
"OLKM01004102.1",6,25433
"OLKM01004106.1",6,25377
"OLKM01004116.1",6,25266
"OLKM01004117.1",6,25264
"OLKM01004127.1",6,25122
"OLKM01004150.1",6,24842
"OLKM01004152.1",6,24838
"OLKM01004155.1",6,24801
"OLKM01004168.1",6,24662
"OLKM01004212.1",6,24246
"OLKM01004230.1",6,24127
"OLKM01004270.1",6,23787
"OLKM01004299.1",6,23550
"OLKM01004319.1",6,23340
"OLKM01004358.1",6,23031
"OLKM01004362.1",6,22997
"OLKM01004446.1",6,22370
"OLKM01004559.1",6,21594
"OLKM01004578.1",6,21485
"OLKM01004596.1",6,21318
"OLKM01004682.1",6,20658
"OLKM01004703.1",6,20525
"OLKM01004705.1",6,20523
"OLKM01004715.1",6,20466
"OLKM01004721.1",6,20428
"OLKM01004763.1",6,20214
"OLKM01004796.1",6,20021
"OLKM01004828.1",6,19819
"OLKM01004830.1",6,19812
"OLKM01004984.1",6,19029
"OLKM01004996.1",6,18975
"OLKM01005031.1",6,18809
"OLKM01005049.1",6,18708
"OLKM01005081.1",6,18555
"OLKM01005117.1",6,18351
"OLKM01005165.1",6,18185
"OLKM01005211.1",6,17986
"OLKM01005220.1",6,17944
"OLKM01005255.1",6,17816
"OLKM01005276.1",6,17736
"OLKM01005296.1",6,17660
"OLKM01005375.1",6,17377
"OLKM01005527.1",6,16868
"OLKM01005592.1",6,16644
"OLKM01005616.1",6,16572
"OLKM01005617.1",6,16571
"OLKM01005647.1",6,16452
"OLKM01005696.1",6,16216
"OLKM01005776.1",6,15951
"OLKM01005777.1",6,15949
"OLKM01005794.1",6,15912
"OLKM01005874.1",6,15705
"OLKM01005906.1",6,15625
"OLKM01005917.1",6,15597
"OLKM01005988.1",6,15377
"OLKM01006039.1",6,15257
"OLKM01006066.1",6,15191
"OLKM01006067.1",6,15185
"OLKM01006098.1",6,15118
"OLKM01006100.1",6,15113
"OLKM01006206.1",6,14847
"OLKM01006292.1",6,14640
"OLKM01006317.1",6,14585
"OLKM01006347.1",6,14504
"OLKM01006353.1",6,14494
"OLKM01006429.1",6,14309
"OLKM01006459.1",6,14205
"OLKM01006579.1",6,13897
"OLKM01006693.1",6,13620
"OLKM01006814.1",6,13351
"OLKM01006881.1",6,13179
"OLKM01006952.1",6,13027
"OLKM01006989.1",6,12913
"OLKM01007008.1",6,12873
"OLKM01007065.1",6,12711
"OLKM01007151.1",6,12498
"OLKM01007155.1",6,12486
"OLKM01007251.1",6,12226
"OLKM01007314.1",6,12067
"OLKM01007325.1",6,12046
"OLKM01007403.1",6,11894
"OLKM01007446.1",6,11802
"OLKM01007494.1",6,11692
"OLKM01007530.1",6,11564
"OLKM01007622.1",6,11275
"OLKM01007624.1",6,11268
"OLKM01007646.1",6,11208
"OLKM01007653.1",6,11194
"OLKM01007867.1",6,10571
"OLKM01007874.1",6,10552
"OLKM01007972.1",6,10195
"OLKM01008054.1",6,9771
"OLKM01008143.1",6,7929
"OLKM01008251.1",6,4681
"OLKM01008281.1",6,4040
"OLKM01000331.1",5,359525
"OLKM01000516.1",5,288742
"OLKM01000577.1",5,273072
"OLKM01000581.1",5,270757
"OLKM01000611.1",5,260245
"OLKM01000678.1",5,245350
"OLKM01000690.1",5,242481
"OLKM01000861.1",5,211403
"OLKM01000862.1",5,211337
"OLKM01000904.1",5,205228
"OLKM01000922.1",5,201355
"OLKM01000935.1",5,199033
"OLKM01001030.1",5,182867
"OLKM01001072.1",5,176584
"OLKM01001123.1",5,169850
"OLKM01001151.1",5,167098
"OLKM01001187.1",5,162876
"OLKM01001218.1",5,159523
"OLKM01001293.1",5,149880
"OLKM01001328.1",5,147009
"OLKM01001369.1",5,141980
"OLKM01001414.1",5,137982
"OLKM01001443.1",5,135250
"OLKM01001489.1",5,131387
"OLKM01001501.1",5,129909
"OLKM01001515.1",5,127803
"OLKM01001520.1",5,127425
"OLKM01001524.1",5,127156
"OLKM01001575.1",5,121189
"OLKM01001584.1",5,120585
"OLKM01001600.1",5,119759
"OLKM01001657.1",5,115952
"OLKM01001663.1",5,115351
"OLKM01001666.1",5,115046
"OLKM01001680.1",5,113523
"OLKM01001699.1",5,112300
"OLKM01001707.1",5,111924
"OLKM01001720.1",5,110885
"OLKM01001721.1",5,110865
"OLKM01001725.1",5,110618
"OLKM01001726.1",5,110486
"OLKM01001731.1",5,109913
"OLKM01001750.1",5,108635
"OLKM01001769.1",5,106695
"OLKM01001775.1",5,106295
"OLKM01001797.1",5,104851
"OLKM01001804.1",5,104239
"OLKM01001807.1",5,104091
"OLKM01001820.1",5,103234
"OLKM01001828.1",5,102590
"OLKM01001835.1",5,102131
"OLKM01001872.1",5,99942
"OLKM01001877.1",5,99659
"OLKM01001882.1",5,99250
"OLKM01001886.1",5,98532
"OLKM01001905.1",5,97050
"OLKM01001910.1",5,96592
"OLKM01001929.1",5,95271
"OLKM01001940.1",5,94630
"OLKM01001943.1",5,94220
"OLKM01001948.1",5,93951
"OLKM01001950.1",5,93693
"OLKM01001973.1",5,92266
"OLKM01001976.1",5,92077
"OLKM01001992.1",5,91354
"OLKM01001999.1",5,90880
"OLKM01002015.1",5,89805
"OLKM01002020.1",5,89664
"OLKM01002022.1",5,89365
"OLKM01002023.1",5,89314
"OLKM01002025.1",5,89198
"OLKM01002044.1",5,88178
"OLKM01002080.1",5,86113
"OLKM01002090.1",5,85815
"OLKM01002112.1",5,84573
"OLKM01002114.1",5,84459
"OLKM01002149.1",5,82978
"OLKM01002156.1",5,82623
"OLKM01002164.1",5,82089
"OLKM01002179.1",5,80962
"OLKM01002181.1",5,80718
"OLKM01002192.1",5,80120
"OLKM01002196.1",5,80020
"OLKM01002287.1",5,75543
"OLKM01002290.1",5,75406
"OLKM01002291.1",5,75394
"OLKM01002299.1",5,74942
"OLKM01002306.1",5,74718
"OLKM01002314.1",5,74448
"OLKM01002324.1",5,74204
"OLKM01002352.1",5,72947
"OLKM01002362.1",5,72441
"OLKM01002368.1",5,72263
"OLKM01002370.1",5,72124
"OLKM01002392.1",5,71022
"OLKM01002395.1",5,70890
"OLKM01002400.1",5,70796
"OLKM01002401.1",5,70739
"OLKM01002402.1",5,70703
"OLKM01002411.1",5,70327
"OLKM01002418.1",5,69979
"OLKM01002426.1",5,69656
"OLKM01002448.1",5,68684
"OLKM01002481.1",5,67045
"OLKM01002503.1",5,66464
"OLKM01002508.1",5,66181
"OLKM01002513.1",5,65831
"OLKM01002514.1",5,65819
"OLKM01002515.1",5,65729
"OLKM01002520.1",5,65511
"OLKM01002554.1",5,64378
"OLKM01002555.1",5,64280
"OLKM01002586.1",5,62726
"OLKM01002595.1",5,62083
"OLKM01002607.1",5,61757
"OLKM01002609.1",5,61741
"OLKM01002615.1",5,61514
"OLKM01002620.1",5,61214
"OLKM01002635.1",5,60635
"OLKM01002668.1",5,59063
"OLKM01002675.1",5,58603
"OLKM01002701.1",5,57560
"OLKM01002721.1",5,56802
"OLKM01002746.1",5,56121
"OLKM01002750.1",5,55985
"OLKM01002754.1",5,55872
"OLKM01002813.1",5,53791
"OLKM01002831.1",5,53233
"OLKM01002832.1",5,53200
"OLKM01002842.1",5,52787
"OLKM01002855.1",5,52116
"OLKM01002902.1",5,50624
"OLKM01002909.1",5,50389
"OLKM01002914.1",5,50281
"OLKM01002921.1",5,49940
"OLKM01002960.1",5,48430
"OLKM01002965.1",5,48007
"OLKM01002966.1",5,47923
"OLKM01002981.1",5,47552
"OLKM01003000.1",5,47262
"OLKM01003018.1",5,46690
"OLKM01003021.1",5,46548
"OLKM01003037.1",5,46199
"OLKM01003045.1",5,45938
"OLKM01003046.1",5,45933
"OLKM01003095.1",5,44327
"OLKM01003096.1",5,44310
"OLKM01003097.1",5,44308
"OLKM01003114.1",5,43729
"OLKM01003118.1",5,43570
"OLKM01003130.1",5,43228
"OLKM01003133.1",5,43130
"OLKM01003148.1",5,42757
"OLKM01003153.1",5,42716
"OLKM01003167.1",5,42431
"OLKM01003173.1",5,42281
"OLKM01003187.1",5,42015
"OLKM01003188.1",5,41871
"OLKM01003195.1",5,41800
"OLKM01003202.1",5,41467
"OLKM01003211.1",5,41225
"OLKM01003216.1",5,41038
"OLKM01003221.1",5,40968
"OLKM01003253.1",5,40068
"OLKM01003273.1",5,39735
"OLKM01003274.1",5,39725
"OLKM01003293.1",5,39318
"OLKM01003320.1",5,38734
"OLKM01003337.1",5,38431
"OLKM01003364.1",5,37921
"OLKM01003368.1",5,37817
"OLKM01003376.1",5,37700
"OLKM01003378.1",5,37636
"OLKM01003387.1",5,37490
"OLKM01003401.1",5,37178
"OLKM01003423.1",5,36698
"OLKM01003432.1",5,36628
"OLKM01003438.1",5,36532
"OLKM01003446.1",5,36336
"OLKM01003454.1",5,36192
"OLKM01003474.1",5,35714
"OLKM01003485.1",5,35476
"OLKM01003491.1",5,35296
"OLKM01003517.1",5,34879
"OLKM01003551.1",5,34194
"OLKM01003603.1",5,33347
"OLKM01003617.1",5,33168
"OLKM01003625.1",5,33051
"OLKM01003641.1",5,32776
"OLKM01003650.1",5,32662
"OLKM01003651.1",5,32612
"OLKM01003698.1",5,31810
"OLKM01003758.1",5,30457
"OLKM01003787.1",5,29993
"OLKM01003789.1",5,29950
"OLKM01003796.1",5,29822
"OLKM01003821.1",5,29343
"OLKM01003878.1",5,28494
"OLKM01003898.1",5,28202
"OLKM01003900.1",5,28143
"OLKM01003907.1",5,27984
"OLKM01003923.1",5,27776
"OLKM01003934.1",5,27592
"OLKM01003952.1",5,27354
"OLKM01003958.1",5,27311
"OLKM01003969.1",5,27110
"OLKM01003998.1",5,26694
"OLKM01004005.1",5,26638
"OLKM01004033.1",5,26319
"OLKM01004133.1",5,25046
"OLKM01004134.1",5,25033
"OLKM01004154.1",5,24804
"OLKM01004177.1",5,24548
"OLKM01004267.1",5,23846
"OLKM01004282.1",5,23660
"OLKM01004296.1",5,23581
"OLKM01004304.1",5,23529
"OLKM01004312.1",5,23412
"OLKM01004348.1",5,23090
"OLKM01004378.1",5,22851
"OLKM01004381.1",5,22841
"OLKM01004430.1",5,22482
"OLKM01004460.1",5,22237
"OLKM01004495.1",5,21991
"OLKM01004503.1",5,21932
"OLKM01004512.1",5,21877
"OLKM01004536.1",5,21727
"OLKM01004561.1",5,21587
"OLKM01004575.1",5,21491
"OLKM01004583.1",5,21415
"OLKM01004585.1",5,21391
"OLKM01004621.1",5,21097
"OLKM01004624.1",5,21085
"OLKM01004644.1",5,20920
"OLKM01004698.1",5,20544
"OLKM01004722.1",5,20415
"OLKM01004768.1",5,20200
"OLKM01004786.1",5,20079
"OLKM01004806.1",5,19957
"OLKM01004829.1",5,19816
"OLKM01004856.1",5,19596
"OLKM01004863.1",5,19572
"OLKM01004879.1",5,19475
"OLKM01004934.1",5,19258
"OLKM01004960.1",5,19130
"OLKM01004968.1",5,19106
"OLKM01005015.1",5,18903
"OLKM01005016.1",5,18895
"OLKM01005022.1",5,18867
"OLKM01005055.1",5,18692
"OLKM01005080.1",5,18555
"OLKM01005187.1",5,18097
"OLKM01005422.1",5,17220
"OLKM01005497.1",5,16960
"OLKM01005525.1",5,16871
"OLKM01005579.1",5,16709
"OLKM01005593.1",5,16644
"OLKM01005631.1",5,16531
"OLKM01005641.1",5,16485
"OLKM01005684.1",5,16266
"OLKM01005701.1",5,16177
"OLKM01005704.1",5,16173
"OLKM01005772.1",5,15966
"OLKM01005779.1",5,15941
"OLKM01005782.1",5,15931
"OLKM01005783.1",5,15931
"OLKM01005812.1",5,15866
"OLKM01005819.1",5,15845
"OLKM01005838.1",5,15804
"OLKM01005842.1",5,15791
"OLKM01005853.1",5,15752
"OLKM01005881.1",5,15681
"OLKM01005900.1",5,15633
"OLKM01005903.1",5,15629
"OLKM01005989.1",5,15375
"OLKM01005990.1",5,15372
"OLKM01005998.1",5,15346
"OLKM01005999.1",5,15346
"OLKM01006093.1",5,15137
"OLKM01006204.1",5,14858
"OLKM01006254.1",5,14721
"OLKM01006265.1",5,14690
"OLKM01006330.1",5,14550
"OLKM01006334.1",5,14535
"OLKM01006366.1",5,14458
"OLKM01006383.1",5,14426
"OLKM01006404.1",5,14370
"OLKM01006438.1",5,14281
"OLKM01006481.1",5,14156
"OLKM01006502.1",5,14090
"OLKM01006530.1",5,14021
"OLKM01006549.1",5,13964
"OLKM01006555.1",5,13951
"OLKM01006580.1",5,13896
"OLKM01006597.1",5,13860
"OLKM01006676.1",5,13652
"OLKM01006711.1",5,13578
"OLKM01006719.1",5,13557
"OLKM01006754.1",5,13487
"OLKM01006755.1",5,13486
"OLKM01006827.1",5,13305
"OLKM01006883.1",5,13172
"OLKM01006896.1",5,13140
"OLKM01006943.1",5,13038
"OLKM01006994.1",5,12904
"OLKM01007031.1",5,12808
"OLKM01007112.1",5,12605
"OLKM01007117.1",5,12595
"OLKM01007118.1",5,12590
"OLKM01007127.1",5,12560
"OLKM01007136.1",5,12539
"OLKM01007229.1",5,12282
"OLKM01007238.1",5,12245
"OLKM01007264.1",5,12174
"OLKM01007291.1",5,12115
"OLKM01007327.1",5,12045
"OLKM01007388.1",5,11914
"OLKM01007406.1",5,11886
"OLKM01007471.1",5,11738
"OLKM01007576.1",5,11400
"OLKM01007607.1",5,11313
"OLKM01007635.1",5,11252
"OLKM01007645.1",5,11209
"OLKM01007702.1",5,11020
"OLKM01007714.1",5,10997
"OLKM01007726.1",5,10965
"OLKM01007736.1",5,10935
"OLKM01007738.1",5,10920
"OLKM01007758.1",5,10881
"OLKM01007787.1",5,10802
"OLKM01007829.1",5,10690
"OLKM01007863.1",5,10573
"OLKM01007884.1",5,10505
"OLKM01007919.1",5,10387
"OLKM01007956.1",5,10245
"OLKM01008105.1",5,8737
"OLKM01008112.1",5,8561
"OLKM01008230.1",5,5130
"OLKM01000543.1",4,281716
"OLKM01000557.1",4,278988
"OLKM01000572.1",4,275101
"OLKM01000589.1",4,267339
"OLKM01000688.1",4,242535
"OLKM01000698.1",4,240175
"OLKM01000764.1",4,227385
"OLKM01000889.1",4,208131
"OLKM01000941.1",4,197745
"OLKM01000952.1",4,194976
"OLKM01001046.1",4,179826
"OLKM01001054.1",4,178744
"OLKM01001055.1",4,178472
"OLKM01001114.1",4,171160
"OLKM01001157.1",4,166500
"OLKM01001190.1",4,162634
"OLKM01001201.1",4,161358
"OLKM01001227.1",4,158581
"OLKM01001230.1",4,157441
"OLKM01001281.1",4,150799
"OLKM01001301.1",4,149403
"OLKM01001305.1",4,149046
"OLKM01001386.1",4,140632
"OLKM01001433.1",4,136178
"OLKM01001448.1",4,134936
"OLKM01001547.1",4,124503
"OLKM01001554.1",4,123508
"OLKM01001569.1",4,121588
"OLKM01001591.1",4,120350
"OLKM01001597.1",4,119949
"OLKM01001603.1",4,119585
"OLKM01001604.1",4,119562
"OLKM01001608.1",4,119446
"OLKM01001625.1",4,118322
"OLKM01001643.1",4,116921
"OLKM01001669.1",4,114531
"OLKM01001672.1",4,114397
"OLKM01001705.1",4,111989
"OLKM01001713.1",4,111486
"OLKM01001733.1",4,109811
"OLKM01001746.1",4,108929
"OLKM01001761.1",4,107475
"OLKM01001772.1",4,106506
"OLKM01001781.1",4,105920
"OLKM01001785.1",4,105628
"OLKM01001818.1",4,103330
"OLKM01001827.1",4,102893
"OLKM01001829.1",4,102510
"OLKM01001832.1",4,102262
"OLKM01001834.1",4,102174
"OLKM01001922.1",4,95524
"OLKM01001926.1",4,95310
"OLKM01001932.1",4,95125
"OLKM01001947.1",4,93967
"OLKM01001966.1",4,92501
"OLKM01001969.1",4,92370
"OLKM01001979.1",4,91914
"OLKM01001981.1",4,91785
"OLKM01001984.1",4,91646
"OLKM01001996.1",4,91039
"OLKM01002011.1",4,89866
"OLKM01002017.1",4,89740
"OLKM01002030.1",4,88811
"OLKM01002039.1",4,88518
"OLKM01002048.1",4,88032
"OLKM01002049.1",4,87956
"OLKM01002051.1",4,87847
"OLKM01002065.1",4,86954
"OLKM01002066.1",4,86908
"OLKM01002087.1",4,85917
"OLKM01002089.1",4,85850
"OLKM01002091.1",4,85650
"OLKM01002095.1",4,85501
"OLKM01002105.1",4,85178
"OLKM01002131.1",4,83633
"OLKM01002159.1",4,82483
"OLKM01002201.1",4,79767
"OLKM01002202.1",4,79736
"OLKM01002218.1",4,78857
"OLKM01002226.1",4,78469
"OLKM01002229.1",4,78255
"OLKM01002232.1",4,78114
"OLKM01002261.1",4,76602
"OLKM01002269.1",4,76300
"OLKM01002294.1",4,75249
"OLKM01002310.1",4,74574
"OLKM01002330.1",4,73931
"OLKM01002333.1",4,73668
"OLKM01002338.1",4,73507
"OLKM01002351.1",4,72953
"OLKM01002364.1",4,72412
"OLKM01002384.1",4,71342
"OLKM01002387.1",4,71172
"OLKM01002399.1",4,70805
"OLKM01002410.1",4,70335
"OLKM01002413.1",4,70277
"OLKM01002442.1",4,68854
"OLKM01002445.1",4,68754
"OLKM01002447.1",4,68720
"OLKM01002450.1",4,68656
"OLKM01002452.1",4,68438
"OLKM01002456.1",4,68274
"OLKM01002457.1",4,68269
"OLKM01002458.1",4,68232
"OLKM01002460.1",4,68224
"OLKM01002467.1",4,67944
"OLKM01002470.1",4,67717
"OLKM01002487.1",4,66988
"OLKM01002488.1",4,66973
"OLKM01002501.1",4,66519
"OLKM01002504.1",4,66435
"OLKM01002507.1",4,66351
"OLKM01002511.1",4,66043
"OLKM01002521.1",4,65506
"OLKM01002545.1",4,64800
"OLKM01002546.1",4,64724
"OLKM01002547.1",4,64694
"OLKM01002549.1",4,64491
"OLKM01002556.1",4,64279
"OLKM01002557.1",4,64271
"OLKM01002572.1",4,63533
"OLKM01002578.1",4,63240
"OLKM01002583.1",4,62905
"OLKM01002604.1",4,61862
"OLKM01002616.1",4,61407
"OLKM01002633.1",4,60703
"OLKM01002636.1",4,60600
"OLKM01002643.1",4,60226
"OLKM01002649.1",4,59910
"OLKM01002667.1",4,59077
"OLKM01002697.1",4,57711
"OLKM01002717.1",4,57007
"OLKM01002726.1",4,56694
"OLKM01002773.1",4,55206
"OLKM01002787.1",4,54727
"OLKM01002796.1",4,54539
"OLKM01002805.1",4,54105
"OLKM01002818.1",4,53627
"OLKM01002825.1",4,53339
"OLKM01002846.1",4,52602
"OLKM01002852.1",4,52237
"OLKM01002876.1",4,51507
"OLKM01002888.1",4,51198
"OLKM01002903.1",4,50622
"OLKM01002910.1",4,50350
"OLKM01002917.1",4,50158
"OLKM01002931.1",4,49618
"OLKM01002935.1",4,49404
"OLKM01002969.1",4,47911
"OLKM01002986.1",4,47489
"OLKM01002992.1",4,47446
"OLKM01003012.1",4,47048
"OLKM01003028.1",4,46425
"OLKM01003033.1",4,46324
"OLKM01003034.1",4,46301
"OLKM01003048.1",4,45869
"OLKM01003056.1",4,45577
"OLKM01003059.1",4,45455
