"scaffold","number_of_loci","Sequence.Length"
"OLKM01003296.1",5,39251
"OLKM01003343.1",5,38382
"OLKM01003346.1",5,38340
"OLKM01003385.1",5,37538
"OLKM01003399.1",5,37226
"OLKM01003446.1",5,36336
"OLKM01003475.1",5,35704
"OLKM01003483.1",5,35500
"OLKM01003506.1",5,35074
"OLKM01003507.1",5,35054
"OLKM01003511.1",5,34981
"OLKM01003515.1",5,34933
"OLKM01003528.1",5,34654
"OLKM01003565.1",5,33952
"OLKM01003594.1",5,33539
"OLKM01003635.1",5,32830
"OLKM01003663.1",5,32435
"OLKM01003665.1",5,32406
"OLKM01003688.1",5,32058
"OLKM01003705.1",5,31688
"OLKM01003712.1",5,31599
"OLKM01003777.1",5,30104
"OLKM01003821.1",5,29343
"OLKM01003851.1",5,28910
"OLKM01003884.1",5,28387
"OLKM01003885.1",5,28385
"OLKM01003906.1",5,27990
"OLKM01003950.1",5,27402
"OLKM01003970.1",5,27108
"OLKM01003977.1",5,27022
"OLKM01003985.1",5,26820
"OLKM01004008.1",5,26606
"OLKM01004025.1",5,26420
"OLKM01004049.1",5,26083
"OLKM01004052.1",5,26062
"OLKM01004102.1",5,25433
"OLKM01004113.1",5,25292
"OLKM01004114.1",5,25279
"OLKM01004140.1",5,24965
"OLKM01004150.1",5,24842
"OLKM01004154.1",5,24804
"OLKM01004190.1",5,24386
"OLKM01004198.1",5,24344
"OLKM01004202.1",5,24296
"OLKM01004221.1",5,24195
"OLKM01004233.1",5,24118
"OLKM01004299.1",5,23550
"OLKM01004363.1",5,22951
"OLKM01004383.1",5,22824
"OLKM01004425.1",5,22523
"OLKM01004442.1",5,22392
"OLKM01004466.1",5,22212
"OLKM01004473.1",5,22163
"OLKM01004491.1",5,22000
"OLKM01004505.1",5,21908
"OLKM01004533.1",5,21732
"OLKM01004536.1",5,21727
"OLKM01004560.1",5,21589
"OLKM01004583.1",5,21415
"OLKM01004605.1",5,21242
"OLKM01004642.1",5,20934
"OLKM01004715.1",5,20466
"OLKM01004755.1",5,20234
"OLKM01004763.1",5,20214
"OLKM01004800.1",5,20002
"OLKM01004831.1",5,19808
"OLKM01004861.1",5,19575
"OLKM01004899.1",5,19411
"OLKM01004908.1",5,19378
"OLKM01004914.1",5,19334
"OLKM01004917.1",5,19325
"OLKM01004919.1",5,19322
"OLKM01005016.1",5,18895
"OLKM01005109.1",5,18373
"OLKM01005371.1",5,17395
"OLKM01005408.1",5,17263
"OLKM01005411.1",5,17256
"OLKM01005426.1",5,17204
"OLKM01005440.1",5,17157
"OLKM01005513.1",5,16908
"OLKM01005525.1",5,16871
"OLKM01005529.1",5,16864
"OLKM01005553.1",5,16782
"OLKM01005592.1",5,16644
"OLKM01005622.1",5,16553
"OLKM01005704.1",5,16173
"OLKM01005776.1",5,15951
"OLKM01005842.1",5,15791
"OLKM01005884.1",5,15674
"OLKM01005894.1",5,15652
"OLKM01005903.1",5,15629
"OLKM01005919.1",5,15583
"OLKM01005940.1",5,15509
"OLKM01005968.1",5,15424
"OLKM01005996.1",5,15352
"OLKM01006007.1",5,15331
"OLKM01006008.1",5,15327
"OLKM01006100.1",5,15113
"OLKM01006108.1",5,15100
"OLKM01006111.1",5,15093
"OLKM01006324.1",5,14574
"OLKM01006350.1",5,14499
"OLKM01006377.1",5,14433
"OLKM01006404.1",5,14370
"OLKM01006422.1",5,14317
"OLKM01006539.1",5,13995
"OLKM01006549.1",5,13964
"OLKM01006585.1",5,13886
"OLKM01006646.1",5,13730
"OLKM01006675.1",5,13653
"OLKM01006676.1",5,13652
"OLKM01006693.1",5,13620
"OLKM01006754.1",5,13487
"OLKM01006823.1",5,13319
"OLKM01006836.1",5,13290
"OLKM01006882.1",5,13173
"OLKM01006883.1",5,13172
"OLKM01006886.1",5,13162
"OLKM01006892.1",5,13151
"OLKM01006916.1",5,13106
"OLKM01006934.1",5,13067
"OLKM01006990.1",5,12911
"OLKM01007026.1",5,12821
"OLKM01007046.1",5,12763
"OLKM01007088.1",5,12665
"OLKM01007100.1",5,12621
"OLKM01007114.1",5,12598
"OLKM01007117.1",5,12595
"OLKM01007167.1",5,12453
"OLKM01007176.1",5,12430
"OLKM01007244.1",5,12236
"OLKM01007294.1",5,12107
"OLKM01007388.1",5,11914
"OLKM01007398.1",5,11902
"OLKM01007453.1",5,11789
"OLKM01007489.1",5,11698
"OLKM01007507.1",5,11658
"OLKM01007624.1",5,11268
"OLKM01007641.1",5,11223
"OLKM01007646.1",5,11208
"OLKM01007684.1",5,11080
"OLKM01007738.1",5,10920
"OLKM01007788.1",5,10801
"OLKM01007793.1",5,10778
"OLKM01007808.1",5,10742
"OLKM01007867.1",5,10571
"OLKM01007941.1",5,10307
"OLKM01007972.1",5,10195
"OLKM01007975.1",5,10186
"OLKM01008054.1",5,9771
"OLKM01008058.1",5,9727
"OLKM01008080.1",5,9285
"OLKM01008089.1",5,9005
"OLKM01008159.1",5,7448
"OLKM01000331.1",4,359525
"OLKM01000354.1",4,349322
"OLKM01000425.1",4,320267
"OLKM01000437.1",4,315270
"OLKM01000470.1",4,302403
"OLKM01000576.1",4,273659
"OLKM01000581.1",4,270757
"OLKM01000592.1",4,266533
"OLKM01000601.1",4,263714
"OLKM01000625.1",4,256836
"OLKM01000641.1",4,253433
"OLKM01000696.1",4,240581
"OLKM01000743.1",4,231394
"OLKM01000847.1",4,213522
"OLKM01000882.1",4,208954
"OLKM01000941.1",4,197745
"OLKM01000942.1",4,197729
"OLKM01000985.1",4,190173
"OLKM01000987.1",4,189820
"OLKM01001026.1",4,183859
"OLKM01001046.1",4,179826
"OLKM01001049.1",4,179509
"OLKM01001068.1",4,176844
"OLKM01001107.1",4,172151
"OLKM01001130.1",4,168740
"OLKM01001132.1",4,168615
"OLKM01001133.1",4,168583
"OLKM01001134.1",4,168497
"OLKM01001136.1",4,168329
"OLKM01001138.1",4,168069
"OLKM01001141.1",4,167769
"OLKM01001149.1",4,167153
"OLKM01001151.1",4,167098
"OLKM01001154.1",4,166720
"OLKM01001163.1",4,165970
"OLKM01001164.1",4,165646
"OLKM01001188.1",4,162791
"OLKM01001201.1",4,161358
"OLKM01001205.1",4,161002
"OLKM01001211.1",4,160510
"OLKM01001218.1",4,159523
"OLKM01001222.1",4,159103
"OLKM01001227.1",4,158581
"OLKM01001250.1",4,154789
"OLKM01001274.1",4,151599
"OLKM01001288.1",4,150037
"OLKM01001313.1",4,148335
"OLKM01001341.1",4,145500
"OLKM01001346.1",4,145206
"OLKM01001351.1",4,144769
"OLKM01001385.1",4,140716
"OLKM01001410.1",4,138446
"OLKM01001469.1",4,132410
"OLKM01001484.1",4,131663
"OLKM01001490.1",4,131280
"OLKM01001491.1",4,131256
"OLKM01001493.1",4,130780
"OLKM01001501.1",4,129909
"OLKM01001508.1",4,128170
"OLKM01001516.1",4,127799
"OLKM01001525.1",4,127139
"OLKM01001575.1",4,121189
"OLKM01001579.1",4,120815
"OLKM01001597.1",4,119949
"OLKM01001633.1",4,117420
"OLKM01001649.1",4,116419
"OLKM01001650.1",4,116417
"OLKM01001651.1",4,116289
"OLKM01001659.1",4,115665
"OLKM01001677.1",4,113824
"OLKM01001680.1",4,113523
"OLKM01001689.1",4,112718
"OLKM01001692.1",4,112580
"OLKM01001696.1",4,112420
"OLKM01001697.1",4,112391
"OLKM01001700.1",4,112262
"OLKM01001704.1",4,112068
"OLKM01001708.1",4,111627
"OLKM01001737.1",4,109624
"OLKM01001740.1",4,109215
"OLKM01001745.1",4,109033
"OLKM01001746.1",4,108929
"OLKM01001749.1",4,108771
"OLKM01001750.1",4,108635
"OLKM01001760.1",4,107506
"OLKM01001792.1",4,105022
"OLKM01001797.1",4,104851
"OLKM01001815.1",4,103496
"OLKM01001818.1",4,103330
"OLKM01001824.1",4,103102
"OLKM01001828.1",4,102590
"OLKM01001835.1",4,102131
"OLKM01001844.1",4,101576
"OLKM01001857.1",4,100791
"OLKM01001866.1",4,100312
"OLKM01001882.1",4,99250
"OLKM01001890.1",4,98287
"OLKM01001896.1",4,97684
"OLKM01001898.1",4,97662
"OLKM01001923.1",4,95502
"OLKM01001940.1",4,94630
"OLKM01001945.1",4,94001
"OLKM01001947.1",4,93967
"OLKM01001950.1",4,93693
"OLKM01001965.1",4,92520
"OLKM01001977.1",4,92015
"OLKM01001978.1",4,92008
"OLKM01001984.1",4,91646
"OLKM01001997.1",4,90896
"OLKM01002014.1",4,89819
"OLKM01002017.1",4,89740
"OLKM01002018.1",4,89736
"OLKM01002022.1",4,89365
"OLKM01002024.1",4,89212
"OLKM01002027.1",4,89048
"OLKM01002033.1",4,88732
"OLKM01002044.1",4,88178
"OLKM01002047.1",4,88102
"OLKM01002054.1",4,87637
"OLKM01002074.1",4,86537
"OLKM01002082.1",4,86062
"OLKM01002103.1",4,85249
"OLKM01002109.1",4,84674
"OLKM01002127.1",4,83859
"OLKM01002135.1",4,83491
"OLKM01002146.1",4,83063
"OLKM01002147.1",4,83009
"OLKM01002148.1",4,82993
"OLKM01002175.1",4,81351
"OLKM01002179.1",4,80962
"OLKM01002186.1",4,80626
"OLKM01002188.1",4,80520
"OLKM01002190.1",4,80298
"OLKM01002194.1",4,80051
"OLKM01002196.1",4,80020
"OLKM01002201.1",4,79767
"OLKM01002206.1",4,79499
"OLKM01002216.1",4,79037
"OLKM01002237.1",4,77838
"OLKM01002266.1",4,76402
"OLKM01002272.1",4,76241
"OLKM01002282.1",4,75677
"OLKM01002285.1",4,75612
"OLKM01002302.1",4,74871
"OLKM01002310.1",4,74574
"OLKM01002314.1",4,74448
"OLKM01002315.1",4,74405
"OLKM01002329.1",4,73943
"OLKM01002331.1",4,73893
"OLKM01002333.1",4,73668
"OLKM01002334.1",4,73662
"OLKM01002356.1",4,72691
"OLKM01002362.1",4,72441
"OLKM01002370.1",4,72124
"OLKM01002373.1",4,71877
"OLKM01002376.1",4,71642
"OLKM01002385.1",4,71232
"OLKM01002394.1",4,70969
"OLKM01002395.1",4,70890
"OLKM01002399.1",4,70805
"OLKM01002401.1",4,70739
"OLKM01002407.1",4,70462
"OLKM01002418.1",4,69979
"OLKM01002421.1",4,69905
"OLKM01002464.1",4,68085
"OLKM01002481.1",4,67045
"OLKM01002483.1",4,67028
"OLKM01002486.1",4,66988
"OLKM01002493.1",4,66771
"OLKM01002499.1",4,66592
"OLKM01002501.1",4,66519
"OLKM01002523.1",4,65407
"OLKM01002524.1",4,65329
"OLKM01002532.1",4,65146
"OLKM01002558.1",4,64263
"OLKM01002572.1",4,63533
"OLKM01002574.1",4,63452
"OLKM01002603.1",4,61864
"OLKM01002614.1",4,61547
"OLKM01002620.1",4,61214
"OLKM01002649.1",4,59910
"OLKM01002693.1",4,57843
"OLKM01002733.1",4,56470
"OLKM01002744.1",4,56166
"OLKM01002795.1",4,54607
"OLKM01002804.1",4,54123
"OLKM01002810.1",4,53977
"OLKM01002826.1",4,53322
"OLKM01002830.1",4,53239
"OLKM01002832.1",4,53200
"OLKM01002836.1",4,52943
"OLKM01002857.1",4,52085
"OLKM01002862.1",4,51932
"OLKM01002876.1",4,51507
"OLKM01002879.1",4,51416
"OLKM01002894.1",4,50969
"OLKM01002904.1",4,50593
"OLKM01002941.1",4,49192
"OLKM01002943.1",4,49043
"OLKM01002946.1",4,48904
"OLKM01002952.1",4,48641
"OLKM01002959.1",4,48523
"OLKM01002964.1",4,48043
"OLKM01002974.1",4,47777
"OLKM01002980.1",4,47555
"OLKM01002982.1",4,47537
"OLKM01002990.1",4,47450
"OLKM01003009.1",4,47110
"OLKM01003012.1",4,47048
"OLKM01003014.1",4,46893
"OLKM01003018.1",4,46690
"OLKM01003037.1",4,46199
"OLKM01003064.1",4,45294
"OLKM01003084.1",4,44562
"OLKM01003092.1",4,44384
"OLKM01003096.1",4,44310
"OLKM01003104.1",4,44120
"OLKM01003114.1",4,43729
"OLKM01003117.1",4,43658
"OLKM01003126.1",4,43448
"OLKM01003150.1",4,42733
"OLKM01003156.1",4,42701
"OLKM01003172.1",4,42286
"OLKM01003174.1",4,42260
"OLKM01003178.1",4,42204
"OLKM01003179.1",4,42112
"OLKM01003182.1",4,42054
"OLKM01003203.1",4,41382
"OLKM01003234.1",4,40750
"OLKM01003238.1",4,40556
"OLKM01003241.1",4,40401
"OLKM01003247.1",4,40251
"OLKM01003253.1",4,40068
"OLKM01003256.1",4,40025
"OLKM01003287.1",4,39485
"OLKM01003292.1",4,39359
"OLKM01003295.1",4,39262
"OLKM01003297.1",4,39244
"OLKM01003301.1",4,39169
"OLKM01003306.1",4,39097
"OLKM01003308.1",4,39047
"OLKM01003319.1",4,38754
"OLKM01003320.1",4,38734
"OLKM01003322.1",4,38690
"OLKM01003333.1",4,38581
"OLKM01003341.1",4,38403
"OLKM01003350.1",4,38302
"OLKM01003358.1",4,38046
"OLKM01003368.1",4,37817
"OLKM01003386.1",4,37513
"OLKM01003395.1",4,37302
"OLKM01003400.1",4,37210
"OLKM01003403.1",4,37152
"OLKM01003435.1",4,36588
"OLKM01003457.1",4,36162
"OLKM01003463.1",4,35996
"OLKM01003471.1",4,35790
"OLKM01003487.1",4,35448
"OLKM01003520.1",4,34804
"OLKM01003535.1",4,34477
"OLKM01003542.1",4,34307
"OLKM01003551.1",4,34194
"OLKM01003552.1",4,34174
"OLKM01003557.1",4,34048
"OLKM01003593.1",4,33540
"OLKM01003625.1",4,33051
"OLKM01003641.1",4,32776
"OLKM01003645.1",4,32730
"OLKM01003655.1",4,32564
"OLKM01003662.1",4,32467
"OLKM01003666.1",4,32398
"OLKM01003706.1",4,31688
"OLKM01003715.1",4,31481
"OLKM01003725.1",4,31317
"OLKM01003730.1",4,31200
"OLKM01003754.1",4,30553
"OLKM01003758.1",4,30457
"OLKM01003759.1",4,30454
"OLKM01003760.1",4,30450
"OLKM01003779.1",4,30083
"OLKM01003786.1",4,30001
"OLKM01003790.1",4,29944
"OLKM01003802.1",4,29752
"OLKM01003805.1",4,29635
"OLKM01003822.1",4,29305
"OLKM01003835.1",4,29120
"OLKM01003847.1",4,28975
"OLKM01003856.1",4,28842
"OLKM01003868.1",4,28764
"OLKM01003870.1",4,28695
"OLKM01003926.1",4,27710
"OLKM01003951.1",4,27386
"OLKM01003973.1",4,27078
"OLKM01004001.1",4,26667
"OLKM01004022.1",4,26452
"OLKM01004055.1",4,26021
"OLKM01004069.1",4,25851
"OLKM01004072.1",4,25822
"OLKM01004075.1",4,25777
"OLKM01004129.1",4,25111
"OLKM01004134.1",4,25033
"OLKM01004138.1",4,24994
"OLKM01004173.1",4,24610
"OLKM01004176.1",4,24568
"OLKM01004201.1",4,24310
"OLKM01004284.1",4,23655
"OLKM01004296.1",4,23581
"OLKM01004312.1",4,23412
"OLKM01004330.1",4,23220
"OLKM01004334.1",4,23187
"OLKM01004339.1",4,23172
"OLKM01004412.1",4,22620
"OLKM01004415.1",4,22587
"OLKM01004431.1",4,22480
"OLKM01004449.1",4,22330
"OLKM01004462.1",4,22234
"OLKM01004470.1",4,22179
"OLKM01004492.1",4,21999
"OLKM01004503.1",4,21932
"OLKM01004507.1",4,21902
"OLKM01004550.1",4,21630
"OLKM01004562.1",4,21584
"OLKM01004578.1",4,21485
"OLKM01004591.1",4,21339
"OLKM01004601.1",4,21256
"OLKM01004628.1",4,21043
"OLKM01004635.1",4,20975
"OLKM01004659.1",4,20797
"OLKM01004669.1",4,20749
"OLKM01004690.1",4,20611
"OLKM01004707.1",4,20508
"OLKM01004742.1",4,20281
"OLKM01004757.1",4,20227
"OLKM01004768.1",4,20200
"OLKM01004805.1",4,19975
"OLKM01004806.1",4,19957
"OLKM01004830.1",4,19812
"OLKM01004854.1",4,19639
"OLKM01004910.1",4,19374
"OLKM01004912.1",4,19373
"OLKM01004922.1",4,19311
"OLKM01004927.1",4,19290
"OLKM01005022.1",4,18867
"OLKM01005044.1",4,18737
"OLKM01005067.1",4,18621
"OLKM01005115.1",4,18355
"OLKM01005117.1",4,18351
"OLKM01005187.1",4,18097
"OLKM01005208.1",4,18000
"OLKM01005219.1",4,17949
"OLKM01005257.1",4,17802
"OLKM01005258.1",4,17793
"OLKM01005318.1",4,17574
"OLKM01005330.1",4,17527
"OLKM01005381.1",4,17356
"OLKM01005382.1",4,17353
"OLKM01005395.1",4,17318
"OLKM01005527.1",4,16868
"OLKM01005541.1",4,16822
"OLKM01005560.1",4,16764
"OLKM01005607.1",4,16594
"OLKM01005619.1",4,16568
"OLKM01005696.1",4,16216
"OLKM01005754.1",4,16025
"OLKM01005766.1",4,15989
"OLKM01005782.1",4,15931
"OLKM01005814.1",4,15861
"OLKM01005848.1",4,15776
"OLKM01005867.1",4,15725
"OLKM01005881.1",4,15681
"OLKM01005937.1",4,15521
"OLKM01005965.1",4,15445
"OLKM01005998.1",4,15346
"OLKM01006073.1",4,15176
"OLKM01006149.1",4,15003
"OLKM01006151.1",4,15003
"OLKM01006212.1",4,14834
"OLKM01006235.1",4,14785
"OLKM01006254.1",4,14721
"OLKM01006263.1",4,14698
"OLKM01006292.1",4,14640
"OLKM01006317.1",4,14585
"OLKM01006354.1",4,14492
"OLKM01006363.1",4,14465
"OLKM01006366.1",4,14458
"OLKM01006370.1",4,14451
"OLKM01006415.1",4,14337
"OLKM01006459.1",4,14205
"OLKM01006597.1",4,13860
"OLKM01006619.1",4,13817
"OLKM01006631.1",4,13769
"OLKM01006700.1",4,13597
"OLKM01006747.1",4,13504
"OLKM01006759.1",4,13475
"OLKM01006764.1",4,13456
"OLKM01006791.1",4,13398
"OLKM01006822.1",4,13325
"OLKM01006827.1",4,13305
"OLKM01006829.1",4,13302
"OLKM01006894.1",4,13145
"OLKM01006905.1",4,13129
"OLKM01006944.1",4,13038
"OLKM01006989.1",4,12913
"OLKM01006997.1",4,12893
"OLKM01007031.1",4,12808
"OLKM01007070.1",4,12700
"OLKM01007097.1",4,12629
"OLKM01007150.1",4,12501
"OLKM01007186.1",4,12403
"OLKM01007192.1",4,12395
"OLKM01007224.1",4,12304
"OLKM01007264.1",4,12174
"OLKM01007288.1",4,12120
"OLKM01007338.1",4,12016
"OLKM01007373.1",4,11955
"OLKM01007379.1",4,11942
"OLKM01007423.1",4,11853
"OLKM01007438.1",4,11821
"OLKM01007471.1",4,11738
"OLKM01007494.1",4,11692
"OLKM01007495.1",4,11692
"OLKM01007500.1",4,11674
"OLKM01007511.1",4,11635
"OLKM01007530.1",4,11564
"OLKM01007539.1",4,11531
"OLKM01007589.1",4,11372
"OLKM01007593.1",4,11368
"OLKM01007653.1",4,11194
"OLKM01007655.1",4,11190
"OLKM01007675.1",4,11119
"OLKM01007678.1",4,11113
"OLKM01007694.1",4,11044
"OLKM01007702.1",4,11020
"OLKM01007714.1",4,10997
"OLKM01007842.1",4,10643
"OLKM01007874.1",4,10552
"OLKM01007909.1",4,10446
"OLKM01007919.1",4,10387
"OLKM01007922.1",4,10383
"OLKM01008002.1",4,10091
"OLKM01008008.1",4,10070
"OLKM01008014.1",4,10040
"OLKM01008019.1",4,10033
"OLKM01008033.1",4,9978
"OLKM01008043.1",4,9938
"OLKM01008045.1",4,9934
"OLKM01008057.1",4,9730
"OLKM01008112.1",4,8561
"OLKM01008160.1",4,7433
"OLKM01008201.1",4,6006
"OLKM01008281.1",4,4040
"OLKM01008376.1",4,2664
"OLKM01008384.1",4,2579
"OLKM01008411.1",4,2274
"OLKM01000414.1",3,325593
"OLKM01000452.1",3,308760
"OLKM01000488.1",3,295995
"OLKM01000561.1",3,277605
"OLKM01000571.1",3,275371
"OLKM01000590.1",3,266996
"OLKM01000591.1",3,266790
"OLKM01000862.1",3,211337
"OLKM01000932.1",3,199640
"OLKM01001004.1",3,186823
"OLKM01001007.1",3,186439
"OLKM01001014.1",3,185602
"OLKM01001030.1",3,182867
"OLKM01001088.1",3,174100
"OLKM01001098.1",3,172859
"OLKM01001108.1",3,171965
"OLKM01001122.1",3,170371
"OLKM01001171.1",3,164732
"OLKM01001176.1",3,164254
"OLKM01001179.1",3,163617
"OLKM01001203.1",3,161116
"OLKM01001230.1",3,157441
"OLKM01001260.1",3,153424
"OLKM01001349.1",3,144944
"OLKM01001365.1",3,142423
"OLKM01001380.1",3,141011
"OLKM01001382.1",3,140864
"OLKM01001407.1",3,138815
"OLKM01001419.1",3,137430
"OLKM01001436.1",3,135703
"OLKM01001453.1",3,134314
"OLKM01001456.1",3,133986
"OLKM01001487.1",3,131564
"OLKM01001520.1",3,127425
"OLKM01001533.1",3,126420
"OLKM01001536.1",3,125553
"OLKM01001545.1",3,124717
"OLKM01001556.1",3,123354
"OLKM01001561.1",3,122546
"OLKM01001585.1",3,120545
"OLKM01001588.1",3,120402
"OLKM01001608.1",3,119446
"OLKM01001622.1",3,118443
"OLKM01001632.1",3,117522
"OLKM01001641.1",3,117116
"OLKM01001663.1",3,115351
"OLKM01001667.1",3,114820
"OLKM01001679.1",3,113699
"OLKM01001686.1",3,112961
"OLKM01001690.1",3,112603
"OLKM01001694.1",3,112484
"OLKM01001705.1",3,111989
"OLKM01001706.1",3,111962
"OLKM01001718.1",3,111010
"OLKM01001729.1",3,110332
"OLKM01001733.1",3,109811
"OLKM01001743.1",3,109114
"OLKM01001771.1",3,106649
"OLKM01001772.1",3,106506
"OLKM01001789.1",3,105369
"OLKM01001796.1",3,104852
"OLKM01001821.1",3,103232
"OLKM01001827.1",3,102893
"OLKM01001829.1",3,102510
"OLKM01001832.1",3,102262
"OLKM01001837.1",3,102085
"OLKM01001839.1",3,101816
"OLKM01001841.1",3,101753
"OLKM01001852.1",3,100983
"OLKM01001867.1",3,100274
"OLKM01001874.1",3,99838
"OLKM01001877.1",3,99659
"OLKM01001881.1",3,99254
"OLKM01001892.1",3,98209
"OLKM01001908.1",3,96710
"OLKM01001919.1",3,96018
"OLKM01001932.1",3,95125
"OLKM01001944.1",3,94189
"OLKM01001948.1",3,93951
"OLKM01001970.1",3,92365
"OLKM01001974.1",3,92252
"OLKM01001989.1",3,91421
"OLKM01001992.1",3,91354
"OLKM01001996.1",3,91039
"OLKM01002005.1",3,90224
"OLKM01002032.1",3,88738
"OLKM01002039.1",3,88518
"OLKM01002042.1",3,88342
"OLKM01002051.1",3,87847
"OLKM01002059.1",3,87314
"OLKM01002063.1",3,87106
"OLKM01002087.1",3,85917
"OLKM01002092.1",3,85646
"OLKM01002096.1",3,85470
"OLKM01002115.1",3,84409
"OLKM01002121.1",3,84151
"OLKM01002123.1",3,84065
"OLKM01002128.1",3,83851
"OLKM01002130.1",3,83712
"OLKM01002132.1",3,83625
"OLKM01002139.1",3,83267
"OLKM01002156.1",3,82623
"OLKM01002168.1",3,81928
"OLKM01002185.1",3,80656
"OLKM01002226.1",3,78469
"OLKM01002229.1",3,78255
"OLKM01002236.1",3,77890
"OLKM01002239.1",3,77830
"OLKM01002240.1",3,77799
"OLKM01002268.1",3,76313
"OLKM01002280.1",3,75770
"OLKM01002287.1",3,75543
"OLKM01002292.1",3,75317
"OLKM01002295.1",3,75143
"OLKM01002305.1",3,74780
"OLKM01002307.1",3,74687
"OLKM01002351.1",3,72953
"OLKM01002352.1",3,72947
"OLKM01002368.1",3,72263
"OLKM01002392.1",3,71022
"OLKM01002398.1",3,70820
"OLKM01002406.1",3,70544
"OLKM01002409.1",3,70358
"OLKM01002426.1",3,69656
"OLKM01002427.1",3,69649
"OLKM01002429.1",3,69570
"OLKM01002445.1",3,68754
"OLKM01002448.1",3,68684
"OLKM01002449.1",3,68664
"OLKM01002458.1",3,68232
"OLKM01002460.1",3,68224
"OLKM01002463.1",3,68110
"OLKM01002471.1",3,67676
"OLKM01002495.1",3,66745
"OLKM01002496.1",3,66701
"OLKM01002503.1",3,66464
"OLKM01002505.1",3,66394
"OLKM01002526.1",3,65290
"OLKM01002536.1",3,65040
"OLKM01002537.1",3,65032
"OLKM01002538.1",3,65031
"OLKM01002544.1",3,64803
"OLKM01002545.1",3,64800
"OLKM01002548.1",3,64577
"OLKM01002549.1",3,64491
"OLKM01002555.1",3,64280
"OLKM01002557.1",3,64271
"OLKM01002559.1",3,64221
"OLKM01002586.1",3,62726
"OLKM01002589.1",3,62553
"OLKM01002611.1",3,61636
"OLKM01002613.1",3,61564
"OLKM01002615.1",3,61514
"OLKM01002623.1",3,61195
"OLKM01002627.1",3,61020
"OLKM01002628.1",3,60952
"OLKM01002630.1",3,60796
"OLKM01002636.1",3,60600
"OLKM01002640.1",3,60313
"OLKM01002647.1",3,60041
"OLKM01002652.1",3,59708
"OLKM01002656.1",3,59599
"OLKM01002659.1",3,59400
"OLKM01002663.1",3,59240
"OLKM01002665.1",3,59169
"OLKM01002668.1",3,59063
"OLKM01002686.1",3,57961
"OLKM01002697.1",3,57711
"OLKM01002702.1",3,57538
"OLKM01002717.1",3,57007
"OLKM01002724.1",3,56726
"OLKM01002730.1",3,56547
"OLKM01002734.1",3,56434
"OLKM01002748.1",3,56056
"OLKM01002751.1",3,55978
"OLKM01002760.1",3,55670
"OLKM01002761.1",3,55654
"OLKM01002787.1",3,54727
"OLKM01002802.1",3,54351
"OLKM01002823.1",3,53409
"OLKM01002824.1",3,53398
"OLKM01002825.1",3,53339
"OLKM01002842.1",3,52787
"OLKM01002849.1",3,52433
"OLKM01002850.1",3,52397
"OLKM01002851.1",3,52378
"OLKM01002854.1",3,52179
"OLKM01002871.1",3,51614
"OLKM01002878.1",3,51442
"OLKM01002880.1",3,51397
"OLKM01002892.1",3,51082
"OLKM01002900.1",3,50715
"OLKM01002906.1",3,50489
"OLKM01002914.1",3,50281
"OLKM01002929.1",3,49714
"OLKM01002937.1",3,49378
"OLKM01002945.1",3,48907
"OLKM01002953.1",3,48640
"OLKM01002972.1",3,47807
"OLKM01002999.1",3,47278
"OLKM01003002.1",3,47165
"OLKM01003010.1",3,47095
"OLKM01003016.1",3,46736
"OLKM01003019.1",3,46592
"OLKM01003024.1",3,46518
"OLKM01003027.1",3,46461
"OLKM01003029.1",3,46411
"OLKM01003035.1",3,46275
"OLKM01003045.1",3,45938
"OLKM01003054.1",3,45596
"OLKM01003056.1",3,45577
"OLKM01003059.1",3,45455
"OLKM01003086.1",3,44555
"OLKM01003091.1",3,44399
"OLKM01003098.1",3,44264
"OLKM01003110.1",3,43778
"OLKM01003125.1",3,43450
"OLKM01003128.1",3,43284
"OLKM01003137.1",3,43024
"OLKM01003142.1",3,42953
"OLKM01003145.1",3,42898
"OLKM01003164.1",3,42458
"OLKM01003166.1",3,42452
"OLKM01003204.1",3,41376
"OLKM01003214.1",3,41070
"OLKM01003233.1",3,40752
"OLKM01003240.1",3,40476
"OLKM01003243.1",3,40353
"OLKM01003248.1",3,40148
"OLKM01003255.1",3,40033
"OLKM01003259.1",3,39974
"OLKM01003271.1",3,39763
"OLKM01003288.1",3,39473
"OLKM01003310.1",3,39043
"OLKM01003316.1",3,38831
"OLKM01003336.1",3,38559
"OLKM01003352.1",3,38245
"OLKM01003360.1",3,38019
"OLKM01003369.1",3,37790
"OLKM01003370.1",3,37767
"OLKM01003373.1",3,37733
"OLKM01003387.1",3,37490
"OLKM01003396.1",3,37272
"OLKM01003409.1",3,37053
"OLKM01003420.1",3,36796
"OLKM01003425.1",3,36689
"OLKM01003436.1",3,36557
"OLKM01003438.1",3,36532
"OLKM01003460.1",3,36066
"OLKM01003474.1",3,35714
"OLKM01003490.1",3,35353
"OLKM01003493.1",3,35254
"OLKM01003495.1",3,35240
"OLKM01003509.1",3,34989
"OLKM01003517.1",3,34879
"OLKM01003518.1",3,34869
"OLKM01003525.1",3,34703
"OLKM01003537.1",3,34435
"OLKM01003544.1",3,34270
"OLKM01003583.1",3,33674
"OLKM01003589.1",3,33612
"OLKM01003610.1",3,33279
"OLKM01003620.1",3,33134
"OLKM01003639.1",3,32790
"OLKM01003658.1",3,32513
