"","Loc","feature_type"
"1","ENA|OLKM01000002|OLKM01000002.1 1260215","Intron"
"3430","ENA|OLKM01006054|OLKM01006054.1 5779","Other"
"3431","ENA|OLKM01006057|OLKM01006057.1 556","CDS"
"3432","ENA|OLKM01006063|OLKM01006063.1 5015","Other"
"3433","ENA|OLKM01006063|OLKM01006063.1 5437","Other"
"3434","ENA|OLKM01006063|OLKM01006063.1 5519","Other"
"3435","ENA|OLKM01006063|OLKM01006063.1 7179","Other"
"3436","ENA|OLKM01006063|OLKM01006063.1 7218","Other"
"3437","ENA|OLKM01006063|OLKM01006063.1 7290","Other"
"3438","ENA|OLKM01006063|OLKM01006063.1 7400","Other"
"3439","ENA|OLKM01006066|OLKM01006066.1 9688","CDS"
"3440","ENA|OLKM01006066|OLKM01006066.1 9701","CDS"
"3441","ENA|OLKM01006066|OLKM01006066.1 9710","CDS"
"3442","ENA|OLKM01006067|OLKM01006067.1 8414","Other"
"3443","ENA|OLKM01006073|OLKM01006073.1 4144","Other"
"3444","ENA|OLKM01006078|OLKM01006078.1 2184","Other"
"3445","ENA|OLKM01006082|OLKM01006082.1 9577","Other"
"3446","ENA|OLKM01006093|OLKM01006093.1 5804","Other"
"3447","ENA|OLKM01006093|OLKM01006093.1 7022","Other"
"3448","ENA|OLKM01006093|OLKM01006093.1 7444","Other"
"3449","ENA|OLKM01006098|OLKM01006098.1 10307","Intron"
"3450","ENA|OLKM01006098|OLKM01006098.1 10398","Intron"
"3451","ENA|OLKM01006100|OLKM01006100.1 8311","CDS"
"3452","ENA|OLKM01006100|OLKM01006100.1 8946","Intron"
"3453","ENA|OLKM01006100|OLKM01006100.1 10332","Other"
"3454","ENA|OLKM01006108|OLKM01006108.1 9095","Other"
"3455","ENA|OLKM01006113|OLKM01006113.1 8683","CDS"
"3456","ENA|OLKM01006115|OLKM01006115.1 2032","Other"
"3457","ENA|OLKM01006123|OLKM01006123.1 11632","Intron"
"3458","ENA|OLKM01006134|OLKM01006134.1 10723","Other"
"3459","ENA|OLKM01006138|OLKM01006138.1 1388","Intron"
"3460","ENA|OLKM01006138|OLKM01006138.1 1390","Intron"
"3461","ENA|OLKM01006138|OLKM01006138.1 1398","Intron"
"3462","ENA|OLKM01006138|OLKM01006138.1 2882","Intron"
"3463","ENA|OLKM01006138|OLKM01006138.1 3279","Intron"
"3464","ENA|OLKM01006138|OLKM01006138.1 5653","Intron"
"3465","ENA|OLKM01006138|OLKM01006138.1 5961","Intron"
"3466","ENA|OLKM01006138|OLKM01006138.1 8067","Intron"
"3467","ENA|OLKM01006140|OLKM01006140.1 3456","Other"
"3468","ENA|OLKM01006140|OLKM01006140.1 4256","Other"
"3469","ENA|OLKM01006140|OLKM01006140.1 5747","Other"
"3470","ENA|OLKM01006140|OLKM01006140.1 6450","Other"
"3471","ENA|OLKM01006140|OLKM01006140.1 7660","Other"
"3472","ENA|OLKM01006140|OLKM01006140.1 8708","Other"
"3473","ENA|OLKM01006140|OLKM01006140.1 9076","Other"
"3474","ENA|OLKM01006147|OLKM01006147.1 1572","Other"
"3475","ENA|OLKM01006149|OLKM01006149.1 5634","Other"
"3476","ENA|OLKM01006149|OLKM01006149.1 7341","Other"
"3477","ENA|OLKM01006149|OLKM01006149.1 13293","Other"
"3478","ENA|OLKM01006158|OLKM01006158.1 6379","Promoter"
"3479","ENA|OLKM01006158|OLKM01006158.1 8167","Intron"
"3480","ENA|OLKM01006158|OLKM01006158.1 9186","CDS"
"3481","ENA|OLKM01006158|OLKM01006158.1 9900","CDS"
"3482","ENA|OLKM01006159|OLKM01006159.1 1695","Other"
"3483","ENA|OLKM01006164|OLKM01006164.1 3127","Intron"
"3484","ENA|OLKM01006164|OLKM01006164.1 5399","Intron"
"3485","ENA|OLKM01006164|OLKM01006164.1 5745","Intron"
"3486","ENA|OLKM01006164|OLKM01006164.1 5915","CDS"
"3487","ENA|OLKM01006164|OLKM01006164.1 6780","Other"
"3488","ENA|OLKM01006164|OLKM01006164.1 8042","Intron"
"3489","ENA|OLKM01006164|OLKM01006164.1 8334","CDS"
"3490","ENA|OLKM01006164|OLKM01006164.1 8393","CDS"
"3491","ENA|OLKM01006164|OLKM01006164.1 8577","CDS"
"3492","ENA|OLKM01006164|OLKM01006164.1 8811","Intron"
"3493","ENA|OLKM01006167|OLKM01006167.1 1033","Other"
"3494","ENA|OLKM01006167|OLKM01006167.1 2068","Other"
"3495","ENA|OLKM01006167|OLKM01006167.1 4829","Other"
"3496","ENA|OLKM01006173|OLKM01006173.1 8331","Intron"
"3497","ENA|OLKM01006174|OLKM01006174.1 2043","Other"
"3498","ENA|OLKM01006174|OLKM01006174.1 2191","Other"
"3499","ENA|OLKM01006174|OLKM01006174.1 2645","Other"
"3500","ENA|OLKM01006174|OLKM01006174.1 3471","Other"
"3501","ENA|OLKM01006174|OLKM01006174.1 4415","Other"
"3502","ENA|OLKM01006184|OLKM01006184.1 165","Promoter"
"3503","ENA|OLKM01006186|OLKM01006186.1 1427","Intron"
"3504","ENA|OLKM01006186|OLKM01006186.1 2605","Intron"
"3505","ENA|OLKM01006186|OLKM01006186.1 2647","Intron"
"3506","ENA|OLKM01006186|OLKM01006186.1 2708","Intron"
"3507","ENA|OLKM01006189|OLKM01006189.1 1357","CDS"
"3508","ENA|OLKM01006189|OLKM01006189.1 8377","Other"
"3509","ENA|OLKM01006189|OLKM01006189.1 8887","Intron"
"3510","ENA|OLKM01006189|OLKM01006189.1 8913","Intron"
"3511","ENA|OLKM01006190|OLKM01006190.1 1335","Other"
"3512","ENA|OLKM01006190|OLKM01006190.1 1530","Other"
"3513","ENA|OLKM01006190|OLKM01006190.1 2181","Other"
"3514","ENA|OLKM01006190|OLKM01006190.1 2511","Other"
"3515","ENA|OLKM01006197|OLKM01006197.1 10217","CDS"
"3516","ENA|OLKM01006206|OLKM01006206.1 4339","Intron"
"3517","ENA|OLKM01006206|OLKM01006206.1 4394","Intron"
"3518","ENA|OLKM01006207|OLKM01006207.1 2555","Other"
"3519","ENA|OLKM01006207|OLKM01006207.1 3648","Other"
"3520","ENA|OLKM01006207|OLKM01006207.1 4418","Other"
"3521","ENA|OLKM01006210|OLKM01006210.1 1467","Other"
"3522","ENA|OLKM01006210|OLKM01006210.1 7177","Other"
"3523","ENA|OLKM01006210|OLKM01006210.1 7331","Other"
"3524","ENA|OLKM01006212|OLKM01006212.1 234","Other"
"3525","ENA|OLKM01006212|OLKM01006212.1 11400","Other"
"3526","ENA|OLKM01006212|OLKM01006212.1 12075","Promoter"
"3527","ENA|OLKM01006227|OLKM01006227.1 2953","Terminator"
"3528","ENA|OLKM01006227|OLKM01006227.1 2971","Terminator"
"3529","ENA|OLKM01006227|OLKM01006227.1 4549","CDS"
"3530","ENA|OLKM01006227|OLKM01006227.1 7173","Other"
"3531","ENA|OLKM01006232|OLKM01006232.1 899","Intron"
"3532","ENA|OLKM01006232|OLKM01006232.1 1132","CDS"
"3533","ENA|OLKM01006232|OLKM01006232.1 1263","CDS"
"3534","ENA|OLKM01006232|OLKM01006232.1 5292","CDS"
"3535","ENA|OLKM01006232|OLKM01006232.1 5308","CDS"
"3536","ENA|OLKM01006232|OLKM01006232.1 5314","CDS"
"3537","ENA|OLKM01006232|OLKM01006232.1 5528","Intron"
"3538","ENA|OLKM01006235|OLKM01006235.1 8430","Other"
"3539","ENA|OLKM01006244|OLKM01006244.1 8881","Other"
"3540","ENA|OLKM01006244|OLKM01006244.1 8910","Other"
"3541","ENA|OLKM01006254|OLKM01006254.1 7076","Intron"
"3542","ENA|OLKM01006255|OLKM01006255.1 10151","Other"
"3543","ENA|OLKM01006261|OLKM01006261.1 382","Other"
"3544","ENA|OLKM01006261|OLKM01006261.1 530","Other"
"3545","ENA|OLKM01006261|OLKM01006261.1 568","Other"
"3546","ENA|OLKM01006261|OLKM01006261.1 6714","Other"
"3547","ENA|OLKM01006267|OLKM01006267.1 4740","Promoter"
"3548","ENA|OLKM01006267|OLKM01006267.1 4786","CDS"
"3549","ENA|OLKM01006267|OLKM01006267.1 4903","CDS"
"3550","ENA|OLKM01006287|OLKM01006287.1 1316","CDS"
"3551","ENA|OLKM01006287|OLKM01006287.1 1413","CDS"
"3552","ENA|OLKM01006294|OLKM01006294.1 8877","Other"
"3553","ENA|OLKM01006298|OLKM01006298.1 6407","Promoter"
"3554","ENA|OLKM01006298|OLKM01006298.1 6488","Promoter"
"3555","ENA|OLKM01006299|OLKM01006299.1 4930","Intron"
"3556","ENA|OLKM01006299|OLKM01006299.1 5788","Intron"
"3557","ENA|OLKM01006312|OLKM01006312.1 7126","Other"
"3558","ENA|OLKM01006312|OLKM01006312.1 7332","Other"
"3559","ENA|OLKM01006312|OLKM01006312.1 13165","Other"
"3560","ENA|OLKM01006321|OLKM01006321.1 4635","CDS"
"3561","ENA|OLKM01006321|OLKM01006321.1 6919","Intron"
"3562","ENA|OLKM01006321|OLKM01006321.1 6929","Intron"
"3563","ENA|OLKM01006321|OLKM01006321.1 7470","Intron"
"3564","ENA|OLKM01006324|OLKM01006324.1 2606","Other"
"3565","ENA|OLKM01006324|OLKM01006324.1 2627","Other"
"3566","ENA|OLKM01006324|OLKM01006324.1 2724","Other"
"3567","ENA|OLKM01006330|OLKM01006330.1 6871","Other"
"3568","ENA|OLKM01006330|OLKM01006330.1 10556","Intron"
"3569","ENA|OLKM01006344|OLKM01006344.1 651","Other"
"3570","ENA|OLKM01006344|OLKM01006344.1 1045","Other"
"3571","ENA|OLKM01006344|OLKM01006344.1 1877","Other"
"3572","ENA|OLKM01006344|OLKM01006344.1 4637","Other"
"3573","ENA|OLKM01006344|OLKM01006344.1 5103","Other"
"3574","ENA|OLKM01006344|OLKM01006344.1 5141","Other"
"3575","ENA|OLKM01006344|OLKM01006344.1 5559","Other"
"3576","ENA|OLKM01006344|OLKM01006344.1 5684","Other"
"3577","ENA|OLKM01006344|OLKM01006344.1 5995","Other"
"3578","ENA|OLKM01006347|OLKM01006347.1 6855","CDS"
"3579","ENA|OLKM01006347|OLKM01006347.1 6906","CDS"
"3580","ENA|OLKM01006347|OLKM01006347.1 8428","Intron"
"3581","ENA|OLKM01006350|OLKM01006350.1 3317","CDS"
"3582","ENA|OLKM01006350|OLKM01006350.1 7737","Intron"
"3583","ENA|OLKM01006353|OLKM01006353.1 1884","Other"
"3584","ENA|OLKM01006353|OLKM01006353.1 1891","Other"
"3585","ENA|OLKM01006353|OLKM01006353.1 1951","Other"
"3586","ENA|OLKM01006353|OLKM01006353.1 4873","Other"
"3587","ENA|OLKM01006353|OLKM01006353.1 5017","Other"
"3588","ENA|OLKM01006356|OLKM01006356.1 5407","Other"
"3589","ENA|OLKM01006363|OLKM01006363.1 526","Other"
"3590","ENA|OLKM01006370|OLKM01006370.1 4274","Other"
"3591","ENA|OLKM01006370|OLKM01006370.1 4312","Other"
"3592","ENA|OLKM01006374|OLKM01006374.1 1053","Other"
"3593","ENA|OLKM01006374|OLKM01006374.1 10431","Intron"
"3594","ENA|OLKM01006374|OLKM01006374.1 10794","Intron"
"3595","ENA|OLKM01006374|OLKM01006374.1 10798","Intron"
"3596","ENA|OLKM01006383|OLKM01006383.1 1860","CDS"
"3597","ENA|OLKM01006384|OLKM01006384.1 1268","Intron"
"3598","ENA|OLKM01006384|OLKM01006384.1 1449","Intron"
"3599","ENA|OLKM01006384|OLKM01006384.1 1457","Intron"
"3600","ENA|OLKM01006384|OLKM01006384.1 1538","Intron"
"3601","ENA|OLKM01006384|OLKM01006384.1 2120","Intron"
"3602","ENA|OLKM01006384|OLKM01006384.1 2169","Intron"
"3603","ENA|OLKM01006384|OLKM01006384.1 3577","Intron"
"3604","ENA|OLKM01006384|OLKM01006384.1 3632","Intron"
"3605","ENA|OLKM01006385|OLKM01006385.1 2623","Other"
"3606","ENA|OLKM01006391|OLKM01006391.1 1968","Other"
"3607","ENA|OLKM01006391|OLKM01006391.1 2851","Other"
"3608","ENA|OLKM01006398|OLKM01006398.1 3726","Other"
"3609","ENA|OLKM01006399|OLKM01006399.1 2781","Other"
"3610","ENA|OLKM01006400|OLKM01006400.1 6366","Other"
"3611","ENA|OLKM01006400|OLKM01006400.1 8686","Other"
"3612","ENA|OLKM01006404|OLKM01006404.1 5972","Other"
"3613","ENA|OLKM01006404|OLKM01006404.1 6425","Other"
"3614","ENA|OLKM01006404|OLKM01006404.1 7492","Other"
"3615","ENA|OLKM01006415|OLKM01006415.1 3836","CDS"
"3616","ENA|OLKM01006415|OLKM01006415.1 5757","Other"
"3617","ENA|OLKM01006419|OLKM01006419.1 989","Promoter"
"3618","ENA|OLKM01006419|OLKM01006419.1 1004","Promoter"
"3619","ENA|OLKM01006419|OLKM01006419.1 3213","Intron"
"3620","ENA|OLKM01006419|OLKM01006419.1 4245","Intron"
"3621","ENA|OLKM01006419|OLKM01006419.1 4256","Intron"
"3622","ENA|OLKM01006422|OLKM01006422.1 4862","Intron"
"3623","ENA|OLKM01006429|OLKM01006429.1 427","Other"
"3624","ENA|OLKM01006429|OLKM01006429.1 10781","CDS"
"3625","ENA|OLKM01006429|OLKM01006429.1 12355","Intron"
"3626","ENA|OLKM01006431|OLKM01006431.1 2940","Other"
"3627","ENA|OLKM01006431|OLKM01006431.1 3343","Other"
"3628","ENA|OLKM01006431|OLKM01006431.1 3466","Other"
"3629","ENA|OLKM01006434|OLKM01006434.1 9887","Other"
"3630","ENA|OLKM01006437|OLKM01006437.1 3505","Other"
"3631","ENA|OLKM01006440|OLKM01006440.1 6993","Other"
"3632","ENA|OLKM01006440|OLKM01006440.1 7033","Other"
"3633","ENA|OLKM01006440|OLKM01006440.1 7183","Other"
"3634","ENA|OLKM01006440|OLKM01006440.1 7253","Other"
"3635","ENA|OLKM01006440|OLKM01006440.1 8178","CDS"
"3636","ENA|OLKM01006440|OLKM01006440.1 8522","CDS"
"3637","ENA|OLKM01006440|OLKM01006440.1 8561","CDS"
"3638","ENA|OLKM01006440|OLKM01006440.1 8565","CDS"
"3639","ENA|OLKM01006440|OLKM01006440.1 8604","CDS"
"3640","ENA|OLKM01006440|OLKM01006440.1 9054","CDS"
"3641","ENA|OLKM01006440|OLKM01006440.1 9349","Intron"
"3642","ENA|OLKM01006440|OLKM01006440.1 9351","Intron"
"3643","ENA|OLKM01006440|OLKM01006440.1 9480","Intron"
"3644","ENA|OLKM01006440|OLKM01006440.1 9882","Intron"
"3645","ENA|OLKM01006440|OLKM01006440.1 10088","Intron"
"3646","ENA|OLKM01006440|OLKM01006440.1 10170","Intron"
"3647","ENA|OLKM01006440|OLKM01006440.1 10182","Intron"
"3648","ENA|OLKM01006440|OLKM01006440.1 10233","Intron"
"3649","ENA|OLKM01006440|OLKM01006440.1 10285","Intron"
"3650","ENA|OLKM01006440|OLKM01006440.1 10414","Intron"
"3651","ENA|OLKM01006440|OLKM01006440.1 10493","Intron"
"3652","ENA|OLKM01006440|OLKM01006440.1 10507","Intron"
"3653","ENA|OLKM01006440|OLKM01006440.1 10665","CDS"
"3654","ENA|OLKM01006447|OLKM01006447.1 4003","Intron"
"3655","ENA|OLKM01006448|OLKM01006448.1 3387","Other"
"3656","ENA|OLKM01006450|OLKM01006450.1 125","Other"
"3657","ENA|OLKM01006450|OLKM01006450.1 481","CDS"
"3658","ENA|OLKM01006450|OLKM01006450.1 515","CDS"
"3659","ENA|OLKM01006450|OLKM01006450.1 1352","Intron"
"3660","ENA|OLKM01006462|OLKM01006462.1 2582","UTR3"
"3661","ENA|OLKM01006462|OLKM01006462.1 3055","UTR3"
"3662","ENA|OLKM01006462|OLKM01006462.1 3829","Intron"
"3663","ENA|OLKM01006462|OLKM01006462.1 6187","Intron"
"3664","ENA|OLKM01006473|OLKM01006473.1 1504","Other"
"3665","ENA|OLKM01006476|OLKM01006476.1 4560","Other"
"3666","ENA|OLKM01006482|OLKM01006482.1 116","Other"
"3667","ENA|OLKM01006482|OLKM01006482.1 148","Other"
"3668","ENA|OLKM01006482|OLKM01006482.1 251","Other"
"3669","ENA|OLKM01006482|OLKM01006482.1 253","Other"
"3670","ENA|OLKM01006482|OLKM01006482.1 1126","Other"
"3671","ENA|OLKM01006482|OLKM01006482.1 1219","Other"
"3672","ENA|OLKM01006482|OLKM01006482.1 1229","Other"
"3673","ENA|OLKM01006482|OLKM01006482.1 1290","Other"
"3674","ENA|OLKM01006482|OLKM01006482.1 3247","Other"
"3675","ENA|OLKM01006482|OLKM01006482.1 3444","Other"
"3676","ENA|OLKM01006483|OLKM01006483.1 5509","Other"
"3677","ENA|OLKM01006484|OLKM01006484.1 1477","Intron"
"3678","ENA|OLKM01006484|OLKM01006484.1 1485","Intron"
"3679","ENA|OLKM01006484|OLKM01006484.1 1546","Intron"
"3680","ENA|OLKM01006484|OLKM01006484.1 1621","Intron"
"3681","ENA|OLKM01006484|OLKM01006484.1 1681","Intron"
"3682","ENA|OLKM01006484|OLKM01006484.1 1683","Intron"
"3683","ENA|OLKM01006484|OLKM01006484.1 1900","Intron"
"3684","ENA|OLKM01006484|OLKM01006484.1 1993","Intron"
"3685","ENA|OLKM01006484|OLKM01006484.1 2003","Intron"
"3686","ENA|OLKM01006484|OLKM01006484.1 2092","Intron"
"3687","ENA|OLKM01006484|OLKM01006484.1 3002","Intron"
"3688","ENA|OLKM01006484|OLKM01006484.1 3199","Intron"
"3689","ENA|OLKM01006484|OLKM01006484.1 3265","Intron"
"3690","ENA|OLKM01006484|OLKM01006484.1 3572","Intron"
"3691","ENA|OLKM01006484|OLKM01006484.1 3605","Intron"
"3692","ENA|OLKM01006484|OLKM01006484.1 3660","Intron"
"3693","ENA|OLKM01006484|OLKM01006484.1 3689","Intron"
"3694","ENA|OLKM01006484|OLKM01006484.1 4036","Intron"
"3695","ENA|OLKM01006484|OLKM01006484.1 8990","Intron"
"3696","ENA|OLKM01006493|OLKM01006493.1 1192","CDS"
"3697","ENA|OLKM01006493|OLKM01006493.1 1568","CDS"
"3698","ENA|OLKM01006493|OLKM01006493.1 2592","CDS"
"3699","ENA|OLKM01006522|OLKM01006522.1 1558","Other"
"3700","ENA|OLKM01006525|OLKM01006525.1 8365","CDS"
"3701","ENA|OLKM01006525|OLKM01006525.1 8448","Intron"
"3702","ENA|OLKM01006529|OLKM01006529.1 3677","Other"
"3703","ENA|OLKM01006530|OLKM01006530.1 4097","Other"
"3704","ENA|OLKM01006530|OLKM01006530.1 4272","Other"
"3705","ENA|OLKM01006530|OLKM01006530.1 4485","Other"
"3706","ENA|OLKM01006539|OLKM01006539.1 1464","CDS"
"3707","ENA|OLKM01006540|OLKM01006540.1 628","Other"
"3708","ENA|OLKM01006540|OLKM01006540.1 769","Other"
"3709","ENA|OLKM01006540|OLKM01006540.1 820","Other"
"3710","ENA|OLKM01006540|OLKM01006540.1 855","Other"
"3711","ENA|OLKM01006540|OLKM01006540.1 902","Other"
"3712","ENA|OLKM01006540|OLKM01006540.1 911","Other"
"3713","ENA|OLKM01006540|OLKM01006540.1 996","Other"
"3714","ENA|OLKM01006540|OLKM01006540.1 998","Other"
"3715","ENA|OLKM01006540|OLKM01006540.1 1206","Other"
"3716","ENA|OLKM01006540|OLKM01006540.1 9325","Intron"
"3717","ENA|OLKM01006547|OLKM01006547.1 2979","Promoter"
"3718","ENA|OLKM01006547|OLKM01006547.1 3033","UTR5"
"3719","ENA|OLKM01006547|OLKM01006547.1 3143","Intron"
"3720","ENA|OLKM01006547|OLKM01006547.1 3193","Intron"
"3721","ENA|OLKM01006547|OLKM01006547.1 3205","Intron"
"3722","ENA|OLKM01006547|OLKM01006547.1 3276","Intron"
"3723","ENA|OLKM01006547|OLKM01006547.1 4530","CDS"
"3724","ENA|OLKM01006547|OLKM01006547.1 6873","Other"
"3725","ENA|OLKM01006549|OLKM01006549.1 7492","Other"
"3726","ENA|OLKM01006549|OLKM01006549.1 9334","Other"
"3727","ENA|OLKM01006555|OLKM01006555.1 79","CDS"
"3728","ENA|OLKM01006558|OLKM01006558.1 6598","Other"
"3729","ENA|OLKM01006559|OLKM01006559.1 1897","CDS"
"3730","ENA|OLKM01006559|OLKM01006559.1 5890","CDS"
"3731","ENA|OLKM01006559|OLKM01006559.1 7218","Other"
"3732","ENA|OLKM01006576|OLKM01006576.1 1161","Intron"
"3733","ENA|OLKM01006576|OLKM01006576.1 3289","Terminator"
"3734","ENA|OLKM01006576|OLKM01006576.1 3297","Terminator"
"3735","ENA|OLKM01006577|OLKM01006577.1 537","Other"
"3736","ENA|OLKM01006577|OLKM01006577.1 1722","Other"
"3737","ENA|OLKM01006577|OLKM01006577.1 7207","Other"
"3738","ENA|OLKM01006579|OLKM01006579.1 8306","Other"
"3739","ENA|OLKM01006586|OLKM01006586.1 12596","Intron"
"3740","ENA|OLKM01006597|OLKM01006597.1 9940","CDS"
"3741","ENA|OLKM01006602|OLKM01006602.1 1191","Other"
"3742","ENA|OLKM01006602|OLKM01006602.1 1493","Other"
"3743","ENA|OLKM01006602|OLKM01006602.1 1521","Other"
"3744","ENA|OLKM01006617|OLKM01006617.1 9707","Promoter"
"3745","ENA|OLKM01006617|OLKM01006617.1 9825","CDS"
"3746","ENA|OLKM01006620|OLKM01006620.1 3129","Other"
"3747","ENA|OLKM01006620|OLKM01006620.1 3703","Promoter"
"3748","ENA|OLKM01006621|OLKM01006621.1 135","Other"
"3749","ENA|OLKM01006631|OLKM01006631.1 7234","Other"
"3750","ENA|OLKM01006631|OLKM01006631.1 10155","Other"
"3751","ENA|OLKM01006635|OLKM01006635.1 1090","Intron"
"3752","ENA|OLKM01006635|OLKM01006635.1 6694","Intron"
"3753","ENA|OLKM01006646|OLKM01006646.1 7987","Other"
"3754","ENA|OLKM01006646|OLKM01006646.1 8348","Other"
"3755","ENA|OLKM01006649|OLKM01006649.1 2248","Intron"
"3756","ENA|OLKM01006649|OLKM01006649.1 2280","CDS"
"3757","ENA|OLKM01006658|OLKM01006658.1 2648","CDS"
"3758","ENA|OLKM01006658|OLKM01006658.1 3055","Intron"
"3759","ENA|OLKM01006663|OLKM01006663.1 581","Other"
"3760","ENA|OLKM01006663|OLKM01006663.1 588","Other"
"3761","ENA|OLKM01006663|OLKM01006663.1 935","Other"
"3762","ENA|OLKM01006663|OLKM01006663.1 937","Other"
"3763","ENA|OLKM01006663|OLKM01006663.1 939","Other"
"3764","ENA|OLKM01006663|OLKM01006663.1 3088","Other"
"3765","ENA|OLKM01006663|OLKM01006663.1 3500","Other"
"3766","ENA|OLKM01006663|OLKM01006663.1 3639","Other"
"3767","ENA|OLKM01006675|OLKM01006675.1 3060","CDS"
"3768","ENA|OLKM01006683|OLKM01006683.1 3033","Other"
"3769","ENA|OLKM01006683|OLKM01006683.1 3385","Other"
"3770","ENA|OLKM01006683|OLKM01006683.1 4835","Other"
"3771","ENA|OLKM01006683|OLKM01006683.1 4940","Other"
"3772","ENA|OLKM01006683|OLKM01006683.1 5689","Other"
"3773","ENA|OLKM01006685|OLKM01006685.1 187","CDS"
"3774","ENA|OLKM01006685|OLKM01006685.1 350","CDS"
"3775","ENA|OLKM01006685|OLKM01006685.1 1385","Other"
"3776","ENA|OLKM01006685|OLKM01006685.1 1541","Other"
"3777","ENA|OLKM01006685|OLKM01006685.1 1729","Other"
"3778","ENA|OLKM01006685|OLKM01006685.1 2172","Other"
"3779","ENA|OLKM01006685|OLKM01006685.1 2407","Other"
"3780","ENA|OLKM01006686|OLKM01006686.1 2740","Intron"
"3781","ENA|OLKM01006693|OLKM01006693.1 1137","Other"
"3782","ENA|OLKM01006693|OLKM01006693.1 1208","Other"
"3783","ENA|OLKM01006703|OLKM01006703.1 8726","Other"
"3784","ENA|OLKM01006703|OLKM01006703.1 8830","Other"
"3785","ENA|OLKM01006703|OLKM01006703.1 9018","Other"
"3786","ENA|OLKM01006703|OLKM01006703.1 9047","Other"
"3787","ENA|OLKM01006703|OLKM01006703.1 9049","Other"
"3788","ENA|OLKM01006703|OLKM01006703.1 9094","Other"
"3789","ENA|OLKM01006703|OLKM01006703.1 9272","Other"
"3790","ENA|OLKM01006703|OLKM01006703.1 9278","Other"
"3791","ENA|OLKM01006703|OLKM01006703.1 9280","Other"
"3792","ENA|OLKM01006703|OLKM01006703.1 9294","Other"
"3793","ENA|OLKM01006703|OLKM01006703.1 9594","Other"
"3794","ENA|OLKM01006703|OLKM01006703.1 9598","Other"
"3795","ENA|OLKM01006703|OLKM01006703.1 9609","Other"
"3796","ENA|OLKM01006703|OLKM01006703.1 9656","Other"
"3797","ENA|OLKM01006703|OLKM01006703.1 9660","Other"
"3798","ENA|OLKM01006703|OLKM01006703.1 9743","Other"
"3799","ENA|OLKM01006703|OLKM01006703.1 9853","Other"
"3800","ENA|OLKM01006703|OLKM01006703.1 9859","Other"
"3801","ENA|OLKM01006703|OLKM01006703.1 9867","Other"
"3802","ENA|OLKM01006703|OLKM01006703.1 10381","Other"
"3803","ENA|OLKM01006703|OLKM01006703.1 10489","Other"
"3804","ENA|OLKM01006707|OLKM01006707.1 7564","Other"
"3805","ENA|OLKM01006707|OLKM01006707.1 8262","Other"
"3806","ENA|OLKM01006707|OLKM01006707.1 9757","Other"
"3807","ENA|OLKM01006707|OLKM01006707.1 10792","Other"
"3808","ENA|OLKM01006707|OLKM01006707.1 10931","Other"
"3809","ENA|OLKM01006707|OLKM01006707.1 11684","Other"
"3810","ENA|OLKM01006707|OLKM01006707.1 11686","Other"
"3811","ENA|OLKM01006719|OLKM01006719.1 3871","Intron"
"3812","ENA|OLKM01006723|OLKM01006723.1 472","Other"
"3813","ENA|OLKM01006723|OLKM01006723.1 1227","Other"
"3814","ENA|OLKM01006725|OLKM01006725.1 3690","Other"
"3815","ENA|OLKM01006727|OLKM01006727.1 7701","Other"
"3816","ENA|OLKM01006732|OLKM01006732.1 1790","CDS"
"3817","ENA|OLKM01006739|OLKM01006739.1 1059","Other"
"3818","ENA|OLKM01006744|OLKM01006744.1 1449","CDS"
"3819","ENA|OLKM01006744|OLKM01006744.1 1956","Intron"
"3820","ENA|OLKM01006744|OLKM01006744.1 2204","Intron"
"3821","ENA|OLKM01006744|OLKM01006744.1 7531","Other"
"3822","ENA|OLKM01006744|OLKM01006744.1 7712","Other"
"3823","ENA|OLKM01006744|OLKM01006744.1 7758","Other"
"3824","ENA|OLKM01006744|OLKM01006744.1 7985","Other"
"3825","ENA|OLKM01006744|OLKM01006744.1 9222","CDS"
"3826","ENA|OLKM01006744|OLKM01006744.1 9295","Intron"
"3827","ENA|OLKM01006744|OLKM01006744.1 9353","Intron"
"3828","ENA|OLKM01006744|OLKM01006744.1 9671","CDS"
"3829","ENA|OLKM01006744|OLKM01006744.1 9809","Intron"
"3830","ENA|OLKM01006744|OLKM01006744.1 10208","Intron"
"3831","ENA|OLKM01006744|OLKM01006744.1 10912","Other"
"3832","ENA|OLKM01006746|OLKM01006746.1 6869","Intron"
"3833","ENA|OLKM01006747|OLKM01006747.1 10313","Other"
"3834","ENA|OLKM01006747|OLKM01006747.1 11987","Other"
"3835","ENA|OLKM01006752|OLKM01006752.1 5548","Other"
"3836","ENA|OLKM01006759|OLKM01006759.1 2164","Other"
"3837","ENA|OLKM01006762|OLKM01006762.1 4318","CDS"
"3838","ENA|OLKM01006762|OLKM01006762.1 5219","Other"
"3839","ENA|OLKM01006762|OLKM01006762.1 5240","Other"
"3840","ENA|OLKM01006764|OLKM01006764.1 7591","Other"
"3841","ENA|OLKM01006764|OLKM01006764.1 8446","Other"
"3842","ENA|OLKM01006768|OLKM01006768.1 3480","Other"
"3843","ENA|OLKM01006768|OLKM01006768.1 5853","Other"
"3844","ENA|OLKM01006769|OLKM01006769.1 1298","Intron"
"3845","ENA|OLKM01006769|OLKM01006769.1 1338","Intron"
"3846","ENA|OLKM01006775|OLKM01006775.1 1122","Intron"
