"","Loc","scaffold","position","Function"
"3488","ENA|OLKM01006164|OLKM01006164.1 8042","OLKM01006164.1",8043,"Name=MEAE_00092581;Alias=genemark-MeA_20160214_scaffold_6163-processed-gene-0.0;Note=Protein of unknown function;"
"3489","ENA|OLKM01006164|OLKM01006164.1 8334","OLKM01006164.1",8335,"Name=MEAE_00092581;Alias=genemark-MeA_20160214_scaffold_6163-processed-gene-0.0;Note=Protein of unknown function;"
"3489.4","ENA|OLKM01006164|OLKM01006164.1 8334","OLKM01006164.1",8335,"Name=MEAE_00092582;Alias=maker-MeA_20160214_scaffold_6163-augustus-gene-0.8;Note=Protein of unknown function;"
"3490","ENA|OLKM01006164|OLKM01006164.1 8393","OLKM01006164.1",8394,"Name=MEAE_00092581;Alias=genemark-MeA_20160214_scaffold_6163-processed-gene-0.0;Note=Protein of unknown function;"
"3490.4","ENA|OLKM01006164|OLKM01006164.1 8393","OLKM01006164.1",8394,"Name=MEAE_00092582;Alias=maker-MeA_20160214_scaffold_6163-augustus-gene-0.8;Note=Protein of unknown function;"
"3491","ENA|OLKM01006164|OLKM01006164.1 8577","OLKM01006164.1",8578,"Name=MEAE_00092581;Alias=genemark-MeA_20160214_scaffold_6163-processed-gene-0.0;Note=Protein of unknown function;"
"3491.4","ENA|OLKM01006164|OLKM01006164.1 8577","OLKM01006164.1",8578,"Name=MEAE_00092582;Alias=maker-MeA_20160214_scaffold_6163-augustus-gene-0.8;Note=Protein of unknown function;"
"3492","ENA|OLKM01006164|OLKM01006164.1 8811","OLKM01006164.1",8812,"Name=MEAE_00092581;Alias=genemark-MeA_20160214_scaffold_6163-processed-gene-0.0;Note=Protein of unknown function;"
"3492.2","ENA|OLKM01006164|OLKM01006164.1 8811","OLKM01006164.1",8812,"Name=MEAE_00092582;Alias=maker-MeA_20160214_scaffold_6163-augustus-gene-0.8;Note=Protein of unknown function;"
"3496","ENA|OLKM01006173|OLKM01006173.1 8331","OLKM01006173.1",8332,"Name=MEAE_00092603;Alias=maker-MeA_20160214_scaffold_6172-augustus-gene-0.12;Note=Protein of unknown function;Dbxref=PRINTS:PR01217;"
"3503","ENA|OLKM01006186|OLKM01006186.1 1427","OLKM01006186.1",1428,"Name=MEAE_00092643;Alias=maker-MeA_20160214_scaffold_6185-snap-gene-0.10;Note=Protein of unknown function;"
"3504","ENA|OLKM01006186|OLKM01006186.1 2605","OLKM01006186.1",2606,"Name=MEAE_00092643;Alias=maker-MeA_20160214_scaffold_6185-snap-gene-0.10;Note=Protein of unknown function;"
"3505","ENA|OLKM01006186|OLKM01006186.1 2647","OLKM01006186.1",2648,"Name=MEAE_00092643;Alias=maker-MeA_20160214_scaffold_6185-snap-gene-0.10;Note=Protein of unknown function;"
"3506","ENA|OLKM01006186|OLKM01006186.1 2708","OLKM01006186.1",2709,"Name=MEAE_00092643;Alias=maker-MeA_20160214_scaffold_6185-snap-gene-0.10;Note=Protein of unknown function;"
"3507","ENA|OLKM01006189|OLKM01006189.1 1357","OLKM01006189.1",1358,"Name=MEAE_00092658;Alias=maker-MeA_20160214_scaffold_6188-snap-gene-0.8;Note=Protein of unknown function;"
"3507.4","ENA|OLKM01006189|OLKM01006189.1 1357","OLKM01006189.1",1358,"Name=MEAE_00092657;Alias=snap_masked-MeA_20160214_scaffold_6188-processed-gene-0.5;Note=Protein of unknown function;"
"3509","ENA|OLKM01006189|OLKM01006189.1 8887","OLKM01006189.1",8888,"Name=MEAE_00092659;Alias=snap_masked-MeA_20160214_scaffold_6188-processed-gene-0.4;Note=Protein of unknown function;"
"3510","ENA|OLKM01006189|OLKM01006189.1 8913","OLKM01006189.1",8914,"Name=MEAE_00092659;Alias=snap_masked-MeA_20160214_scaffold_6188-processed-gene-0.4;Note=Protein of unknown function;"
"3515","ENA|OLKM01006197|OLKM01006197.1 10217","OLKM01006197.1",10218,"Name=MEAE_00092676;Alias=snap_masked-MeA_20160214_scaffold_6196-processed-gene-0.3;Note=Protein of unknown function;"
"3515.4","ENA|OLKM01006197|OLKM01006197.1 10217","OLKM01006197.1",10218,"Name=MEAE_00092677;Alias=snap_masked-MeA_20160214_scaffold_6196-processed-gene-0.4;Note=Protein of unknown function;Dbxref=Coils:Coil;"
"3516","ENA|OLKM01006206|OLKM01006206.1 4339","OLKM01006206.1",4340,"Name=MEAE_00092700;Alias=snap_masked-MeA_20160214_scaffold_6205-processed-gene-0.4;Note=Protein of unknown function;"
"3517","ENA|OLKM01006206|OLKM01006206.1 4394","OLKM01006206.1",4395,"Name=MEAE_00092700;Alias=snap_masked-MeA_20160214_scaffold_6205-processed-gene-0.4;Note=Protein of unknown function;"
"3529","ENA|OLKM01006227|OLKM01006227.1 4549","OLKM01006227.1",4550,"Name=MEAE_00092743;Alias=maker-MeA_20160214_scaffold_6226-augustus-gene-0.10;Note=Protein of unknown function;"
"3531","ENA|OLKM01006232|OLKM01006232.1 899","OLKM01006232.1",900,"Name=MEAE_00092756;Alias=maker-MeA_20160214_scaffold_6231-snap-gene-0.11;Note=Protein of unknown function;"
"3532","ENA|OLKM01006232|OLKM01006232.1 1132","OLKM01006232.1",1133,"Name=MEAE_00092756;Alias=maker-MeA_20160214_scaffold_6231-snap-gene-0.11;Note=Protein of unknown function;"
"3533","ENA|OLKM01006232|OLKM01006232.1 1263","OLKM01006232.1",1264,"Name=MEAE_00092756;Alias=maker-MeA_20160214_scaffold_6231-snap-gene-0.11;Note=Protein of unknown function;"
"3534","ENA|OLKM01006232|OLKM01006232.1 5292","OLKM01006232.1",5293,"Name=MEAE_00092758;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.8;Note=Protein of unknown function;"
"3534.4","ENA|OLKM01006232|OLKM01006232.1 5292","OLKM01006232.1",5293,"Name=MEAE_00092757;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.9;Note=Protein of unknown function;"
"3535","ENA|OLKM01006232|OLKM01006232.1 5308","OLKM01006232.1",5309,"Name=MEAE_00092758;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.8;Note=Protein of unknown function;"
"3535.4","ENA|OLKM01006232|OLKM01006232.1 5308","OLKM01006232.1",5309,"Name=MEAE_00092757;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.9;Note=Protein of unknown function;"
"3536","ENA|OLKM01006232|OLKM01006232.1 5314","OLKM01006232.1",5315,"Name=MEAE_00092758;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.8;Note=Protein of unknown function;"
"3536.4","ENA|OLKM01006232|OLKM01006232.1 5314","OLKM01006232.1",5315,"Name=MEAE_00092757;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.9;Note=Protein of unknown function;"
"3537","ENA|OLKM01006232|OLKM01006232.1 5528","OLKM01006232.1",5529,"Name=MEAE_00092758;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.8;Note=Protein of unknown function;"
"3537.2","ENA|OLKM01006232|OLKM01006232.1 5528","OLKM01006232.1",5529,"Name=MEAE_00092757;Alias=snap_masked-MeA_20160214_scaffold_6231-processed-gene-0.9;Note=Protein of unknown function;"
"3541","ENA|OLKM01006254|OLKM01006254.1 7076","OLKM01006254.1",7077,"Name=MEAE_00092807;Alias=snap_masked-MeA_20160214_scaffold_6253-processed-gene-0.4;Note=Protein of unknown function;Dbxref=Coils:Coil;"
"3541.2","ENA|OLKM01006254|OLKM01006254.1 7076","OLKM01006254.1",7077,"Name=MEAE_00092808;Alias=augustus_masked-MeA_20160214_scaffold_6253-processed-gene-0.3;Note=Protein of unknown function;"
"3548","ENA|OLKM01006267|OLKM01006267.1 4786","OLKM01006267.1",4787,"Name=MEAE_00092839;Alias=augustus_masked-MeA_20160214_scaffold_6266-processed-gene-0.3;Note=Protein of unknown function;"
"3549","ENA|OLKM01006267|OLKM01006267.1 4903","OLKM01006267.1",4904,"Name=MEAE_00092839;Alias=augustus_masked-MeA_20160214_scaffold_6266-processed-gene-0.3;Note=Protein of unknown function;"
"3550","ENA|OLKM01006287|OLKM01006287.1 1316","OLKM01006287.1",1317,"Name=MEAE_00092887;Alias=maker-MeA_20160214_scaffold_6286-augustus-gene-0.11;Note=Similar to ZMYM1: Zinc finger MYM-type protein 1 (Homo sapiens);Dbxref=InterPro:IPR012337,InterPro:IPR025398,PANTHER:PTHR11697,PANTHER:PTHR11697:SF83,Pfam:PF14291,SUPERFAMILY:SSF53098;Ontology_term=GO:0003676;"
"3551","ENA|OLKM01006287|OLKM01006287.1 1413","OLKM01006287.1",1414,"Name=MEAE_00092887;Alias=maker-MeA_20160214_scaffold_6286-augustus-gene-0.11;Note=Similar to ZMYM1: Zinc finger MYM-type protein 1 (Homo sapiens);Dbxref=InterPro:IPR012337,InterPro:IPR025398,PANTHER:PTHR11697,PANTHER:PTHR11697:SF83,Pfam:PF14291,SUPERFAMILY:SSF53098;Ontology_term=GO:0003676;"
"3555","ENA|OLKM01006299|OLKM01006299.1 4930","OLKM01006299.1",4931,"Name=MEAE_00092916;Alias=snap_masked-MeA_20160214_scaffold_6298-processed-gene-0.3;Note=Protein of unknown function;"
"3556","ENA|OLKM01006299|OLKM01006299.1 5788","OLKM01006299.1",5789,"Name=MEAE_00092916;Alias=snap_masked-MeA_20160214_scaffold_6298-processed-gene-0.3;Note=Protein of unknown function;"
"3560","ENA|OLKM01006321|OLKM01006321.1 4635","OLKM01006321.1",4636,"Name=MEAE_00092959;Alias=maker-MeA_20160214_scaffold_6320-snap-gene-0.10;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF05729,Pfam:PF13516,SMART:SM00368,SUPERFAMILY:SSF52047;"
"3561","ENA|OLKM01006321|OLKM01006321.1 6919","OLKM01006321.1",6920,"Name=MEAE_00092959;Alias=maker-MeA_20160214_scaffold_6320-snap-gene-0.10;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF05729,Pfam:PF13516,SMART:SM00368,SUPERFAMILY:SSF52047;"
"3562","ENA|OLKM01006321|OLKM01006321.1 6929","OLKM01006321.1",6930,"Name=MEAE_00092959;Alias=maker-MeA_20160214_scaffold_6320-snap-gene-0.10;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF05729,Pfam:PF13516,SMART:SM00368,SUPERFAMILY:SSF52047;"
"3563","ENA|OLKM01006321|OLKM01006321.1 7470","OLKM01006321.1",7471,"Name=MEAE_00092959;Alias=maker-MeA_20160214_scaffold_6320-snap-gene-0.10;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF05729,Pfam:PF13516,SMART:SM00368,SUPERFAMILY:SSF52047;"
"3568","ENA|OLKM01006330|OLKM01006330.1 10556","OLKM01006330.1",10557,"Name=MEAE_00092975;Alias=snap_masked-MeA_20160214_scaffold_6329-processed-gene-0.3;Note=Protein of unknown function;"
"3578","ENA|OLKM01006347|OLKM01006347.1 6855","OLKM01006347.1",6856,"Name=MEAE_00092997;Alias=augustus_masked-MeA_20160214_scaffold_6346-processed-gene-0.2;Note=Protein of unknown function;"
"3579","ENA|OLKM01006347|OLKM01006347.1 6906","OLKM01006347.1",6907,"Name=MEAE_00092997;Alias=augustus_masked-MeA_20160214_scaffold_6346-processed-gene-0.2;Note=Protein of unknown function;"
"3580","ENA|OLKM01006347|OLKM01006347.1 8428","OLKM01006347.1",8429,"Name=MEAE_00092998;Alias=augustus_masked-MeA_20160214_scaffold_6346-processed-gene-0.3;Note=Protein of unknown function;"
"3581","ENA|OLKM01006350|OLKM01006350.1 3317","OLKM01006350.1",3318,"Name=MEAE_00093001;Alias=maker-MeA_20160214_scaffold_6349-snap-gene-0.7;Note=Similar to Neoverrucotoxin subunit beta (Synanceia verrucosa);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR001870,InterPro:IPR003590,InterPro:IPR003877,InterPro:IPR003879,InterPro:IPR006574,InterPro:IPR008985,InterPro:IPR018355,PANTHER:PTHR25480,PANTHER:PTHR25480:SF184,PRINTS:PR01407,Pfam:PF00622,Pfam:PF13765,ProSiteProfiles:PS50188,SMART:SM00368,SMART:SM00449,SMART:SM00589,SUPERFAMILY:SSF49899,SUPERFAMILY:SSF52047;Ontology_term=GO:0005515;"
"3582","ENA|OLKM01006350|OLKM01006350.1 7737","OLKM01006350.1",7738,"Name=MEAE_00093001;Alias=maker-MeA_20160214_scaffold_6349-snap-gene-0.7;Note=Similar to Neoverrucotoxin subunit beta (Synanceia verrucosa);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR001870,InterPro:IPR003590,InterPro:IPR003877,InterPro:IPR003879,InterPro:IPR006574,InterPro:IPR008985,InterPro:IPR018355,PANTHER:PTHR25480,PANTHER:PTHR25480:SF184,PRINTS:PR01407,Pfam:PF00622,Pfam:PF13765,ProSiteProfiles:PS50188,SMART:SM00368,SMART:SM00449,SMART:SM00589,SUPERFAMILY:SSF49899,SUPERFAMILY:SSF52047;Ontology_term=GO:0005515;"
"3593","ENA|OLKM01006374|OLKM01006374.1 10431","OLKM01006374.1",10432,"Name=MEAE_00093062;Alias=augustus_masked-MeA_20160214_scaffold_6373-processed-gene-0.9;Note=Protein of unknown function;"
"3593.2","ENA|OLKM01006374|OLKM01006374.1 10431","OLKM01006374.1",10432,"Name=MEAE_00093059;Alias=snap_masked-MeA_20160214_scaffold_6373-processed-gene-0.13;Note=Protein of unknown function;"
"3594","ENA|OLKM01006374|OLKM01006374.1 10794","OLKM01006374.1",10795,"Name=MEAE_00093062;Alias=augustus_masked-MeA_20160214_scaffold_6373-processed-gene-0.9;Note=Protein of unknown function;"
"3594.2","ENA|OLKM01006374|OLKM01006374.1 10794","OLKM01006374.1",10795,"Name=MEAE_00093059;Alias=snap_masked-MeA_20160214_scaffold_6373-processed-gene-0.13;Note=Protein of unknown function;"
"3595","ENA|OLKM01006374|OLKM01006374.1 10798","OLKM01006374.1",10799,"Name=MEAE_00093062;Alias=augustus_masked-MeA_20160214_scaffold_6373-processed-gene-0.9;Note=Protein of unknown function;"
"3595.2","ENA|OLKM01006374|OLKM01006374.1 10798","OLKM01006374.1",10799,"Name=MEAE_00093059;Alias=snap_masked-MeA_20160214_scaffold_6373-processed-gene-0.13;Note=Protein of unknown function;"
"3596","ENA|OLKM01006383|OLKM01006383.1 1860","OLKM01006383.1",1861,"Name=MEAE_00093080;Alias=maker-MeA_20160214_scaffold_6382-augustus-gene-0.11;Note=Similar to ZNF862: Zinc finger protein 862 (Homo sapiens);Dbxref=InterPro:IPR026613,PANTHER:PTHR23232,PANTHER:PTHR23232:SF42;"
"3597","ENA|OLKM01006384|OLKM01006384.1 1268","OLKM01006384.1",1269,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3598","ENA|OLKM01006384|OLKM01006384.1 1449","OLKM01006384.1",1450,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3599","ENA|OLKM01006384|OLKM01006384.1 1457","OLKM01006384.1",1458,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3600","ENA|OLKM01006384|OLKM01006384.1 1538","OLKM01006384.1",1539,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3601","ENA|OLKM01006384|OLKM01006384.1 2120","OLKM01006384.1",2121,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3602","ENA|OLKM01006384|OLKM01006384.1 2169","OLKM01006384.1",2170,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3603","ENA|OLKM01006384|OLKM01006384.1 3577","OLKM01006384.1",3578,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3604","ENA|OLKM01006384|OLKM01006384.1 3632","OLKM01006384.1",3633,"Name=MEAE_00093084;Alias=augustus_masked-MeA_20160214_scaffold_6383-processed-gene-0.4;Note=Protein of unknown function;"
"3615","ENA|OLKM01006415|OLKM01006415.1 3836","OLKM01006415.1",3837,"Name=MEAE_00093137;Alias=augustus_masked-MeA_20160214_scaffold_6414-processed-gene-0.3;Note=Protein of unknown function;"
"3619","ENA|OLKM01006419|OLKM01006419.1 3213","OLKM01006419.1",3214,"Name=MEAE_00093143;Alias=augustus_masked-MeA_20160214_scaffold_6418-processed-gene-0.4;Note=Protein of unknown function;"
"3620","ENA|OLKM01006419|OLKM01006419.1 4245","OLKM01006419.1",4246,"Name=MEAE_00093143;Alias=augustus_masked-MeA_20160214_scaffold_6418-processed-gene-0.4;Note=Protein of unknown function;"
"3621","ENA|OLKM01006419|OLKM01006419.1 4256","OLKM01006419.1",4257,"Name=MEAE_00093143;Alias=augustus_masked-MeA_20160214_scaffold_6418-processed-gene-0.4;Note=Protein of unknown function;"
"3622","ENA|OLKM01006422|OLKM01006422.1 4862","OLKM01006422.1",4863,"Name=MEAE_00093151;Alias=augustus_masked-MeA_20160214_scaffold_6421-processed-gene-0.6;Note=Protein of unknown function;"
"3624","ENA|OLKM01006429|OLKM01006429.1 10781","OLKM01006429.1",10782,"Name=MEAE_00093170;Alias=maker-MeA_20160214_scaffold_6428-augustus-gene-0.9;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF13516,SMART:SM00368,SUPERFAMILY:SSF52047;"
"3625","ENA|OLKM01006429|OLKM01006429.1 12355","OLKM01006429.1",12356,"Name=MEAE_00093170;Alias=maker-MeA_20160214_scaffold_6428-augustus-gene-0.9;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF13516,SMART:SM00368,SUPERFAMILY:SSF52047;"
"3635","ENA|OLKM01006440|OLKM01006440.1 8178","OLKM01006440.1",8179,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3636","ENA|OLKM01006440|OLKM01006440.1 8522","OLKM01006440.1",8523,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3637","ENA|OLKM01006440|OLKM01006440.1 8561","OLKM01006440.1",8562,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3638","ENA|OLKM01006440|OLKM01006440.1 8565","OLKM01006440.1",8566,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3639","ENA|OLKM01006440|OLKM01006440.1 8604","OLKM01006440.1",8605,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3640","ENA|OLKM01006440|OLKM01006440.1 9054","OLKM01006440.1",9055,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3640.4","ENA|OLKM01006440|OLKM01006440.1 9054","OLKM01006440.1",9055,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3641","ENA|OLKM01006440|OLKM01006440.1 9349","OLKM01006440.1",9350,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3641.2","ENA|OLKM01006440|OLKM01006440.1 9349","OLKM01006440.1",9350,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3642","ENA|OLKM01006440|OLKM01006440.1 9351","OLKM01006440.1",9352,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3642.2","ENA|OLKM01006440|OLKM01006440.1 9351","OLKM01006440.1",9352,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3643","ENA|OLKM01006440|OLKM01006440.1 9480","OLKM01006440.1",9481,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3643.2","ENA|OLKM01006440|OLKM01006440.1 9480","OLKM01006440.1",9481,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3644","ENA|OLKM01006440|OLKM01006440.1 9882","OLKM01006440.1",9883,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3644.2","ENA|OLKM01006440|OLKM01006440.1 9882","OLKM01006440.1",9883,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3645","ENA|OLKM01006440|OLKM01006440.1 10088","OLKM01006440.1",10089,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3645.2","ENA|OLKM01006440|OLKM01006440.1 10088","OLKM01006440.1",10089,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3646","ENA|OLKM01006440|OLKM01006440.1 10170","OLKM01006440.1",10171,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3646.2","ENA|OLKM01006440|OLKM01006440.1 10170","OLKM01006440.1",10171,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3647","ENA|OLKM01006440|OLKM01006440.1 10182","OLKM01006440.1",10183,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3647.2","ENA|OLKM01006440|OLKM01006440.1 10182","OLKM01006440.1",10183,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3648","ENA|OLKM01006440|OLKM01006440.1 10233","OLKM01006440.1",10234,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3648.2","ENA|OLKM01006440|OLKM01006440.1 10233","OLKM01006440.1",10234,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3649","ENA|OLKM01006440|OLKM01006440.1 10285","OLKM01006440.1",10286,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3649.2","ENA|OLKM01006440|OLKM01006440.1 10285","OLKM01006440.1",10286,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3650","ENA|OLKM01006440|OLKM01006440.1 10414","OLKM01006440.1",10415,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3650.2","ENA|OLKM01006440|OLKM01006440.1 10414","OLKM01006440.1",10415,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3651","ENA|OLKM01006440|OLKM01006440.1 10493","OLKM01006440.1",10494,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3651.2","ENA|OLKM01006440|OLKM01006440.1 10493","OLKM01006440.1",10494,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3652","ENA|OLKM01006440|OLKM01006440.1 10507","OLKM01006440.1",10508,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3652.2","ENA|OLKM01006440|OLKM01006440.1 10507","OLKM01006440.1",10508,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3653","ENA|OLKM01006440|OLKM01006440.1 10665","OLKM01006440.1",10666,"Name=MEAE_00093193;Alias=augustus_masked-MeA_20160214_scaffold_6439-processed-gene-0.3;Note=Protein of unknown function;"
"3653.4","ENA|OLKM01006440|OLKM01006440.1 10665","OLKM01006440.1",10666,"Name=MEAE_00093192;Alias=snap_masked-MeA_20160214_scaffold_6439-processed-gene-0.6;Note=Protein of unknown function;"
"3654","ENA|OLKM01006447|OLKM01006447.1 4003","OLKM01006447.1",4004,"Name=MEAE_00093207;Alias=maker-MeA_20160214_scaffold_6446-snap-gene-0.7;Note=Protein of unknown function;"
"3654.2","ENA|OLKM01006447|OLKM01006447.1 4003","OLKM01006447.1",4004,"Name=MEAE_00093208;Alias=snap_masked-MeA_20160214_scaffold_6446-processed-gene-0.4;Note=Protein of unknown function;"
"3657","ENA|OLKM01006450|OLKM01006450.1 481","OLKM01006450.1",482,"Name=MEAE_00093211;Alias=snap_masked-MeA_20160214_scaffold_6449-processed-gene-0.6;Note=Protein of unknown function;"
"3658","ENA|OLKM01006450|OLKM01006450.1 515","OLKM01006450.1",516,"Name=MEAE_00093211;Alias=snap_masked-MeA_20160214_scaffold_6449-processed-gene-0.6;Note=Protein of unknown function;"
"3659","ENA|OLKM01006450|OLKM01006450.1 1352","OLKM01006450.1",1353,"Name=MEAE_00093211;Alias=snap_masked-MeA_20160214_scaffold_6449-processed-gene-0.6;Note=Protein of unknown function;"
"3660","ENA|OLKM01006462|OLKM01006462.1 2582","OLKM01006462.1",2583,"Name=MEAE_00093234;Alias=genemark-MeA_20160214_scaffold_6461-processed-gene-0.1;Note=Protein of unknown function;"
"3661","ENA|OLKM01006462|OLKM01006462.1 3055","OLKM01006462.1",3056,"Name=MEAE_00093234;Alias=genemark-MeA_20160214_scaffold_6461-processed-gene-0.1;Note=Protein of unknown function;"
"3662","ENA|OLKM01006462|OLKM01006462.1 3829","OLKM01006462.1",3830,"Name=MEAE_00093234;Alias=genemark-MeA_20160214_scaffold_6461-processed-gene-0.1;Note=Protein of unknown function;"
"3663","ENA|OLKM01006462|OLKM01006462.1 6187","OLKM01006462.1",6188,"Name=MEAE_00093235;Alias=maker-MeA_20160214_scaffold_6461-snap-gene-0.7;Note=Protein of unknown function;"
"3677","ENA|OLKM01006484|OLKM01006484.1 1477","OLKM01006484.1",1478,"Name=MEAE_00093292;Alias=maker-MeA_20160214_scaffold_6483-augustus-gene-0.7;Note=Protein of unknown function;"
